object_id,ra,dec,flux_HST_F435W,flux_HST_F606W,flux_HST_F814W,flux_HST_F125W,flux_HST_F160W,flux_Spitzer_I1_3.6,flux_Spitzer_I2_4.5,flux_Spitzer_M1_24,flux_Spitzer_M2_70,flux_DES_g,flux_DES_r,flux_DES_i,flux_DES_z,flux_DES_Y
69d45m35pt48783484s5d20m44pt44431489s,69.75985773190015,5.345678976358801,-999.0,70.6006818996434,181.28731471805335,-999.0,-999.0,27.309772295341542,25.968291377109324,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
69d45m54pt77167291s5d20m57pt64444538s,69.76521435358696,5.3493456792715826,-999.0,-0.14446151645814012,1.158015752721463,-999.0,-999.0,-0.7054035058100223,-3.0920918940121505,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
69d44m56pt90091447s7d16m02pt45142932s,69.7491391429077,7.267347619254366,-999.0,0.7257267690589622,0.8025798114338818,-999.0,-999.0,0.6267276837426604,,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
69d44m56pt29614464s7d16m27pt05143154s,69.74897115128907,7.274180953204831,-999.0,-0.15220295576198167,-0.09574958885878593,-999.0,-999.0,-0.1281369371299503,,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
69d44m49pt03772029s7d16m33pt65144138s,69.74695492230272,7.276014289271198,-999.0,2.4318781424697455,4.82314160647066,-999.0,-999.0,0.09726771520344558,,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
69d44m47pt02148888s7d16m31pt65143843s,69.74639485802234,7.275458732897742,-999.0,1.6595781013138562,2.942489733258848,-999.0,-999.0,0.0007333739165285353,,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
83d14m19pt60251085s-37d01m34pt11295918s,83.23877847523715,-37.026142488662046,-999.0,4.042670532763692,5.1515230972895685,-999.0,-999.0,0.2463098804875626,0.1509046096727594,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
83d13m31pt00166154s-37d01m45pt11213223s,83.22527823931703,-37.029197814509274,-999.0,23.498145238660516,33.2650397219419,-999.0,-999.0,1.283309856310586,2.68893995481012,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
83d14m26pt36626535s-37d01m32pt91263786s,83.24065729593194,-37.02580906607291,-999.0,15.922518874127345,22.979378105591124,-999.0,-999.0,2.5626346883494517,1.9022550941905114,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
83d14m11pt83589649s-37d01m13pt31319679s,83.23662108235935,-37.02036477688699,-999.0,9.996831905272268,14.942818442759313,-999.0,-999.0,1.8600958909211553,2.104007389052815,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
