object_id,ra,dec,key,WFC3_F502N,WFC3_F606W,WFC3_F625W,WFC3_F656N,WFC3_F775W
91d28m28pt76168372s-35d18m07pt54941805s,91.47465602325526,-35.302097060569714,a3378,2.3834915690245397,0.13214044347636905,0.24013276077892634,24.837220509280133,0.40208132427901744
99d19m52pt384047s-48d28m52pt49613389s,99.33121779083456,-48.48124892608089,a3399,0.002127837238208157,0.00018302713089804478,0.00035264814479038617,0.028788545078205042,0.00040069425374243136
42d00m25pt11764436s-3d32m09pt88493573s,42.006977123434105,-3.5360791488145193,a383,0.050002594991211985,0.001493255351639642,0.0023534008604773867,0.1904145310214238,0.002984151079358948
42d01m09pt00113333s-3d31m54pt88505542s,42.019166981481916,-3.5319125153940685,a383,0.05312300913883949,0.003348900357824045,0.0062358647517321815,0.6023873079720852,0.008185636934400666
73d33m13pt45421257s2d57m13pt64663919s,73.55373728126835,2.9537907331076263,a520,-0.0084723099003794,-0.00045298716903817004,-0.0008644375929560001,-0.0678387610726531,-0.0017301279480028187
38d39m53pt86576804s-58d31m03pt44572608s,38.66496271334575,-58.51762381279874,macs0238m53,-0.006286410293253659,-0.00029340441869543047,-0.00047075467213400285,0.024404701969197747,-0.0007113061264675314
38d39m44pt64316779s-58d31m52pt44420975s,38.66240087994077,-58.531234502708934,macs0238m53,0.0330781328059707,0.0011843697008824807,0.0018831411113949307,0.14379534812486486,0.00238991081444825
38d41m16pt20401233s-58d31m03pt85113782s,38.68783444786991,-58.517736427171705,macs0238m53,0.20422476647471208,0.009108252495613799,0.015720807627416972,1.4569733849344797,0.023935562340063946
38d39m56pt52055987s-58d31m51pt04612994s,38.665700155519254,-58.53084614720596,macs0238m53,0.05113792201860646,0.002990177729314628,0.005539330852572715,0.5025384677882271,0.007749229930249431
40d38m59pt87142409s-21d32m25pt96496864s,40.64996428446892,-21.54054582462238,macs0242m21,0.8328175867965475,0.05598531667968584,0.10333085586737518,10.50698835427048,0.1720426415018909
40d38m58pt36630444s-21d32m23pt56496996s,40.64954619567878,-21.539879158321842,macs0242m21,0.27380593668840486,0.020503743818124472,0.038708318092728906,3.776850155777883,0.06689318325274764
40d38m55pt57108047s-21d32m25pt76496246s,40.64876974457417,-21.540490267348623,macs0242m21,0.25211828380797385,0.019036013781583042,0.036101526726364096,3.4581069731767866,0.06253977719365775
44d16m49pt4645361s-23d26m27pt69314013s,44.2804068155829,-23.441025872258386,macs0257m23,-0.00027083674927930206,4.4105735220381096e-05,0.0002287491615497535,0.009972866781535195,0.00048477608757514984
47d13m45pt18308447s26d45m29pt90595372s,47.22921752346435,26.7583072093658,macs0308p26,0.008408175127976406,-0.0001267001415132566,-0.0006043874515584306,-0.08517536208273689,-0.0017946170623317314
51d42m11pt67972359s-0d44m11pt90717545s,51.70324436766274,-0.7366408820690522,macs0326m00,0.11805248778902655,0.006467753863514848,0.01176791216821421,1.2746973235896217,0.018366575384666742
59d42m42pt61298438s-29d55m42pt69872441s,59.71183694010491,-29.928527423446457,macs0358m29,0.002804009247887585,1.6560231563167672e-05,-1.6626780454276773e-05,-0.009660257907706218,-7.843123642430241e-05
61d04m16pt35854086s-27d02m41pt28837823s,61.071210705793774,-27.044802327285677,macs0404m27,-0.005415688765285401,-0.00028560684727299725,-0.0005320930389077612,0.00475939229430097,-0.0008595343365651372
61d04m18pt82674285s-27d03m14pt28849662s,61.071896317457764,-27.05396902683838,macs0404m27,-0.043272617145554096,-0.0010664863674995073,-0.0016899244692388858,-0.198086413223752,-0.002654315788192673
61d04m21pt74797642s-27d02m38pt88862205s,61.072707771228536,-27.044135728346195,macs0404m27,0.12564202859794749,0.004521044894815998,0.007511633076383895,0.6983411109572544,0.009621746427739462
61d05m07pt33321354s-27d02m53pt08840245s,61.08537033709344,-27.048080111791975,macs0404m27,0.006402375264650118,0.001558245999709396,0.003035758740865114,0.2711554364133164,0.00712997004069532
