UNIQUE_ID,FIELD_NAME,RA,DEC,Z,Z_ERR,LEAD_LINE,SN,QUALITY,CONFIDENCE,OTHER_LINES,GUO_ID,GUO_SEP,SKELTON_ID,SKELTON_SEP,STELLAR_MASS,DETECTED?_OIII,WFoiii5007_flux,WFoiii5007_flux_err,WFoiii5007_centroid,WFoiii4959_flux,WFoiii4959_flux_err,WFoiii4959_centroid,WFoii_flux,WFoii_flux_err,WFoii_centroid,WFhalpha_flux,WFhalpha_flux_err,WFhalpha_centroid,WFhbeta_flux,WFhbeta_flux_err,WFhbeta_centroid,DETECTED?_Hb,RAJ2000,DEJ2000,F606W,e_F606W,F814W,e_F814W,F125W,e_F125W,F140W,e_F140W,F160W,e_F160W,WFoiii5007_ew,WFoiii4959_ew,WFhbeta_ew
144030097,candels-cdfs-44,53.0680362106539,-27.76997460465799,4.140992164611816,0.00026532376068644226,Lya,8.869206428527832,c,2,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
123027133,candels-cdfs-23,53.14461956420139,-27.831001656717106,5.8017401695251465,0.0002899999963119626,Lya,12.126604660687104,c,2,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
144044127,candels-cdfs-44,53.060536345430464,-27.76869394719898,4.36110782623291,0.0003855579125229269,Lya,6.9070048332214355,c,2,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
144045128,candels-cdfs-44,53.07110734649613,-27.772579988456,4.441503047943115,0.0009208053816109896,Lya,5.055628299713135,c,1,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
123010094,candels-cdfs-23,53.14983319995337,-27.82222392649327,1.096443019513262,0.0001362898106719116,O2,9.274002821748013,c,2,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,1485.7594299316406,292.49263763427734,7815.080384750166,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
123007091,candels-cdfs-23,53.14518736903241,-27.83469962256558,3.2649500370025635,0.0002300000051036477,Lya,20.296669187781553,c,2,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
144074186,candels-cdfs-44,53.061632805121754,-27.77543563205349,0.6706535220146179,0.00011260876635788009,O3_2,5.054263591766357,c,1,none,0,nan,0,nan,0.0,1,814.9726867675781,418.32481384277344,8364.013863651544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
145004011,candels-cdfs-45,53.05229967761394,-27.80150341870947,3.093008518218994,0.0005936102825216949,Lya,5.36040735244751,c,1,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
122039136,candels-cdfs-22,53.13185644520196,-27.82689090383675,4.90871000289917,0.0005799999926239252,Lya,7.568083981446582,c,2,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
122037134,candels-cdfs-22,53.132595780300676,-27.839891339170652,0.915519751444974,0.0001789040308493506,O2,7.641201299952451,c,1,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,708.8838958740234,160.57607650756836,7141.552279277937,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
122035132,candels-cdfs-22,53.135717995758164,-27.842290767100597,4.661230087280273,0.0007300000288523734,Lya,7.45230610121186,c,1,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
122028123,candels-cdfs-22,53.13524213462721,-27.84047724252477,4.142509937286377,0.0002699999895412475,Lya,9.15271480369034,c,2,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
144032102,candels-cdfs-44,53.069604140323264,-27.76617717872915,0.6848065257072449,0.000959675875492394,O2,5.629181385040283,c,1,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,1158.5371398925781,344.5906066894531,6281.692542954539,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
124024054,candels-cdfs-24,53.1581516161751,-27.833123199315636,4.269390106201172,0.0009699999936856329,Lya,6.583502945752092,c,3,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
120018027,candels-cdfs-20,53.2026881762994,-27.82262605487377,4.848820209503174,0.00011999999696854502,Lya,22.8645468716315,c,3,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
120015024,candels-cdfs-20,53.19224918368391,-27.82464238144771,0.882231379088211,0.00043691077152490905,O2,7.1582832982591595,c,1,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,820.8543395996094,233.99663925170898,7014.559670776967,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
115045177,candels-cdfs-15,53.11331040200199,-27.8627189458888,4.846749782562256,0.00039999998989515007,Lya,8.754424172115673,c,2,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
115043175,candels-cdfs-15,53.121326398980976,-27.857506647800573,4.778319835662842,0.0002899999963119626,Lya,13.661204457610022,c,3,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
115036157,candels-cdfs-15,53.111836023387184,-27.855748436479512,4.3107099533081055,0.0002300000051036477,Lya,12.080397713753552,c,3,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
115021115,candels-cdfs-15,53.12082169132024,-27.86223379198834,3.592439889907837,0.0004199999966658652,Lya,8.557368513791287,c,3,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
115005091,candels-cdfs-15,53.1222869951546,-27.848244671291138,0.5341100670306111,1.5815418942827742e-05,O3_2,17.84619008421553,a,3,Hb,0,nan,0,nan,0.0,1,1446.08642578125,195.92390060424805,7681.637103648092,nan,nan,nan,nan,nan,nan,nan,nan,nan,289.7247123718262,156.99445724487305,7458.6565692243785,1,,,,,,,,,,,,,nan,nan,nan
114022107,candels-cdfs-14,53.106081800044436,-27.840567760980626,0.9675087225405421,0.0004560466066853248,O2,6.611368490056895,c,1,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,836.6793823242188,268.5923767089844,7335.103129246034,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
113022069,candels-cdfs-13,53.102930883511945,-27.825425148621036,0.3100537217087802,3.44950022264579e-05,O3_2,7.532770560158781,b,2,none,0,nan,0,nan,0.0,1,825.2630615234375,197.48136520385742,6559.397148228969,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
112029081,candels-cdfs-12,53.10304427821388,-27.816827017927316,0.5778310762092458,1.7347299728955314e-05,O3_2,9.860774311312994,b,3,none,0,nan,0,nan,0.0,1,1255.7704162597656,269.0931701660156,7900.786619519502,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
112027079,candels-cdfs-12,53.101814060064015,-27.810739303533673,5.12608003616333,0.0004299999854993075,Lya,7.524246574994457,c,2,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
112014060,candels-cdfs-12,53.10419934518618,-27.817260474013324,4.285639762878418,0.0003499999875202775,Lya,6.654454407358659,c,3,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
112005037,candels-cdfs-12,53.108131887939656,-27.81734786509492,3.0578699111938477,0.00031999999191612005,Lya,8.693239989345635,c,2,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
111010023,candels-cdfs-11,53.10024868609802,-27.794396540575985,4.285220146179199,0.0005000000237487257,Lya,6.915255628395582,c,2,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
111002002,candels-cdfs-11,53.09020627369355,-27.807012226972915,3.488179922103882,0.000590000010561198,Lya,6.588865116664185,c,1,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
111001001,candels-cdfs-11,53.08946444233025,-27.79506460443881,3.091639995574951,0.0003600000054575503,Lya,6.800788862396628,c,3,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
110003005,candels-cdfs-10,53.11140303931649,-27.862914286389156,3.4165000915527344,0.00019999999494757503,Lya,11.862561229807774,c,2,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
109025084,candels-cdfs-09,53.10292567701821,-27.84141397706285,4.772719860076904,0.00019999999494757503,Lya,15.393724753450076,c,3,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
109015057,candels-cdfs-09,53.094160150199876,-27.85281490082788,4.063600063323975,0.0003100000030826777,Lya,12.311693341585112,c,3,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
109008036,candels-cdfs-09,53.09902763665214,-27.846876549501275,3.583970069885254,0.00026000000070780516,Lya,7.200864955950164,c,1,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
109003027,candels-cdfs-09,53.089064128155954,-27.843049650751126,3.2012500762939453,0.0013200000394135714,Lya,6.6392983124653995,c,2,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
108009107,candels-cdfs-08,53.09135513237126,-27.839598141675776,3.386929988861084,0.0007900000200606883,Lya,7.81138174471472,c,2,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
107024120,candels-cdfs-07,53.081312288775344,-27.826739446974926,4.2815399169921875,0.0006399999838322401,Lya,6.433398092437953,c,2,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
107020111,candels-cdfs-07,53.080319771595086,-27.815708027826858,0.26059880311559946,1.6798518707145657e-05,O3_2,9.849890854857478,a,3,Ha,0,nan,0,nan,0.0,1,728.907470703125,180.89445114135742,6312.831704050929,nan,nan,nan,nan,nan,nan,1440.4170227050781,314.1734313964844,8272.380526774787,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
107008086,candels-cdfs-07,53.09135251903745,-27.81414617165093,3.2539100646972656,0.00023999999393709004,Lya,6.7675154790665335,c,3,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
116011072,candels-cdfs-16,53.13154149828908,-27.85383156970162,3.274440050125122,0.00033999999868683517,Lya,8.325724818584302,c,2,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
116015086,candels-cdfs-16,53.142354664061415,-27.854998289273077,3.487989902496338,0.0007900000200606883,Lya,6.9319712544315575,c,2,none,28722,0.13,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
116016087,candels-cdfs-16,53.13052974561709,-27.853580469003326,3.605070114135742,0.0002099999983329326,Lya,11.671781279117779,c,2,none,0,nan,0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,,,,,,,,,,,nan,nan,nan
