object_id,ra,dec,z,angdisp,foreground,cluster_member,lensed,Z_dir,Z_dir_e,Z_j19,Z_j19_e,R23,R23_e,mean_vel_disp,sterr_vel_disp,zcluster,name,oiii5007_flux,oiii5007_flux_err,oiii5007_ew,oiii5007_ew_err,oiii5007_centroid,oiii5007_fwhm,oiii5007_vel_disp,oiii4959_flux,oiii4959_flux_err,oiii4959_ew,oiii4959_ew_err,oiii4959_centroid,oiii4959_fwhm,oiii4959_vel_disp,oii3726_flux,oii3726_flux_err,oii3726_ew,oii3726_ew_err,oii3726_centroid,oii3726_fwhm,oii3726_vel_disp,oii3729_flux,oii3729_flux_err,oii3729_ew,oii3729_ew_err,oii3729_centroid,oii3729_fwhm,oii3729_vel_disp,halpha_flux,halpha_flux_err,halpha_ew,halpha_ew_err,halpha_centroid,halpha_fwhm,halpha_vel_disp,hbeta_flux,hbeta_flux_err,hbeta_ew,hbeta_ew_err,hbeta_centroid,hbeta_fwhm,hbeta_vel_disp,hgamma_flux,hgamma_flux_err,hgamma_ew,hgamma_ew_err,hgamma_centroid,hgamma_fwhm,hgamma_vel_disp,hdelta_flux,hdelta_flux_err,hdelta_ew,hdelta_ew_err,hdelta_centroid,hdelta_fwhm,hdelta_vel_disp,hepsilon_flux,hepsilon_flux_err,hepsilon_ew,hepsilon_ew_err,hepsilon_centroid,hepsilon_fwhm,hepsilon_vel_disp,hzeta_flux,hzeta_flux_err,hzeta_ew,hzeta_ew_err,hzeta_centroid,hzeta_fwhm,hzeta_vel_disp,heta_flux,heta_flux_err,heta_ew,heta_ew_err,heta_centroid,heta_fwhm,heta_vel_disp,oiii4363_flux,oiii4363_flux_err,oiii4363_ew,oiii4363_ew_err,oiii4363_centroid,oiii4363_fwhm,oiii4363_vel_disp,neiii_flux,neiii_flux_err,neiii_ew,neiii_ew_err,neiii_centroid,neiii_fwhm,neiii_vel_disp,nii6583_flux,nii6583_flux_err,nii6583_ew,nii6583_ew_err,nii6583_centroid,nii6583_fwhm,nii6583_vel_disp,nii6548_flux,nii6548_flux_err,nii6548_ew,nii6548_ew_err,nii6548_centroid,nii6548_fwhm,nii6548_vel_disp,sii6716_flux,sii6716_flux_err,sii6716_ew,sii6716_ew_err,sii6716_centroid,sii6716_fwhm,sii6716_vel_disp,sii6731_flux,sii6731_flux_err,sii6731_ew,sii6731_ew_err,sii6731_centroid,sii6731_fwhm,sii6731_vel_disp,nev3426_flux,nev3426_flux_err,nev3426_ew,nev3426_ew_err,nev3426_centroid,nev3426_fwhm,nev3426_vel_disp,fevii3760_flux,fevii3760_flux_err,fevii3760_ew,fevii3760_ew_err,fevii3760_centroid,fevii3760_fwhm,fevii3760_vel_disp,heii4686_flux,heii4686_flux_err,heii4686_ew,heii4686_ew_err,heii4686_centroid,heii4686_fwhm,heii4686_vel_disp,hei5876_flux,hei5876_flux_err,hei5876_ew,hei5876_ew_err,hei5876_centroid,hei5876_fwhm,hei5876_vel_disp
16d23m44pt22264049s-24d38m43pt58535203s,16.39561740013605,-24.64544037556473,0.687697362608686,33.36579001239795,0,0,0,nan,nan,nan,nan,nan,nan,62.64465152949424,14.896093366058707,0.23,a141,8260.409849745954,114.81609512691726,382.39898449619625,14.51790052713935,5006.845628450111,1.0087996936954478,18.47069661171365,670.6680306362261,273.6233602736578,7.947805111946133,8.996942032393898,4958.877408351355,3.429000343282057,86.17891207934086,0.0,0.0,nan,nan,3725.9324198462996,1.7634085564161255,55.301247663021,2491.457000960104,15115.32417671494,44.34533652317641,1350.2853166122088,3731.2770461895784,0.5740891323505166,nan,0.0,0.0,nan,nan,6562.8,1.0,13.853480493619768,0.0,0.0,nan,nan,4861.356160594009,7.397829740628601,192.86758754955895,0.0,0.0,nan,nan,4344.469419594942,6.448203034662293,188.01465849865872,326.67526252203544,6.574273844636221e+50,7.577328868382431,6.089898320883069e+49,4102.644396289835,0.4999617834394905,nan,88.20005555192633,98.9448753239596,0.9127681350439357,4.412248574595656,3968.695857229676,0.4999617834394905,nan,806.5949382585502,82.37187423106506,6.218386055727409,2.8779860246237927,3885.8633920452826,1.8105824008214393,54.66142747194988,0.0,0.0,nan,nan,3834.92909088298,3.30886289159725,107.34666196652398,0.0,0.0,nan,nan,4358.281225800788,0.4999617834394905,nan,0.0,0.0,nan,nan,3869.6892673575207,4.459233942109001,144.92209371727614,0.0,0.0,nan,nan,6583.45,1.0,13.810026928666252,0.0,0.0,nan,nan,6548.05,1.0,13.88468655302385,0.0,0.0,nan,nan,6716.44,1.0,13.536579167464883,0.0,0.0,nan,nan,6730.82,1.0,13.507659064352907,0.0,0.0,nan,nan,3426.2985897636386,1.6925722778810206,57.264994606461215,0.0,0.0,nan,nan,3760.0689023751834,4.150217336330868,138.50930825113744,93.21060878843072,4.366576458796755e+18,0.8101664417910158,1.1618719826633787e+17,4683.47466252733,0.4999617834394905,nan,0.0,0.0,nan,nan,5875.62,1.0,15.473706908126772
16d22m38pt21034632s-24d38m27pt78536621s,16.37728065175652,-24.641051490613766,0.5170984163471928,38.40653970486812,0,0,0,nan,nan,nan,nan,nan,nan,83.00608084182672,21.819805546025812,0.23,a141,45118.72859114103,602.0445919048767,274.56293729453984,10.006773741833,5006.8851655817425,4.221105658537137,105.8449492856816,661.2451437549848,5894.483858808066,109.79986956332844,2714.7762108273964,4959.9425318144185,0.6922603741652545,nan,1187.671575520175,139.5888442870557,14.435857874664297,8.551417367541502,3725.244151393039,1.6828100131658947,52.28728913082421,0.0,0.0,nan,nan,3729.5272681778793,2.3405819259250853,76.255096626251,0.0,0.0,nan,nan,6562.8,1.0,13.853480493619768,0.0,0.0,nan,nan,4862.3302587642675,1.129087097614211,23.20052415623009,1454.1567473452244,362.9162526617156,19.434165313907386,17.165586691735058,4341.982435152095,9.99923566878981,292.5682705754515,1741.7131888416293,630.285147635538,11.35283818733939,16.440766950283724,4098.8571946906395,9.99923566878981,309.59640827210086,745.6731926944316,150.62081066982537,27.475367610617056,23.908499634709514,3969.09495150116,2.5953908430166712,80.14318078725984,2170.815776681313,222.64392585563579,69.28805055126087,32.20917618077625,3885.694789763372,2.5356931761352826,79.78147269246193,0.0,0.0,nan,nan,3832.6272487915767,9.494340057367744,314.29212593175316,608.109961094592,165.18544120447393,8.099120125770238,7.703297633136236,4364.979116956641,3.2287739618268914,91.9687724685953,409.9879039435997,111.78382057541724,22.35462766282678,27.90020169829117,3869.971359086988,0.8884286830270668,18.003198886294143,0.0,0.0,nan,nan,6583.45,1.0,13.810026928666252,0.0,0.0,nan,nan,6548.05,1.0,13.88468655302385,0.0,0.0,nan,nan,6716.44,1.0,13.536579167464883,0.0,0.0,nan,nan,6730.82,1.0,13.507659064352907,0.0,0.0,nan,nan,3426.899457894356,4.6858033561079235,172.17052384068833,0.0,0.0,nan,nan,3760.151026687114,1.397243317918709,40.944137225034325,47.65959966289238,21734.522308583375,1.2396309711553621,1729.4636714994824,4685.205586169407,0.4999617834394905,nan,2927.305883641109,283.3110765417492,56.2196924527011,11.818244377289899,5880.088082971031,1.0680702904677244,17.479315592607175
16d23m19pt35750823s-24d38m39pt98629732s,16.388710418951817,-24.644440638143095,0.22555806137294443,11.241840978724264,0,0,0,nan,nan,nan,nan,0.2907399171210021,0.004457650469419158,52.88601349272618,8.713974257938535,0.23,a141,22241.177958388525,265.6661545847836,2.5855545535496978,0.08435644147309591,5006.844264095019,3.713439250970598,92.72974439400936,7431.289402853528,339.866307089853,0.8257074237777273,0.10476910837323525,4959.148634708989,4.159926544548734,105.27495017211783,0.0,0.0,nan,nan,3726.03,1.0,24.400668213494743,0.0,0.0,nan,nan,3728.82,1.0,24.382410999599827,289428.70951698895,10533.54149530372,36.46053893383492,2.541703487229822,6562.72808383961,3.463229972932216,65.79570213111143,102058.45710856677,497.0480822631558,11.761514669665251,0.16430456030841148,4861.137253490032,2.9873220491184074,76.05487715331465,36896.199719977114,688.8734611460753,2.985494642875095,0.19743401620879875,4340.2621923907245,2.3551056741993603,65.95583195410316,3195.7148187214075,1039.3783523531517,0.21117799920974217,0.2744628371960578,4101.513989948502,0.4999617834394905,nan,0.0,0.0,nan,nan,3969.0712508083143,0.4999617834394905,nan,695.7879620158465,1262.6466916590923,0.04075307974367664,0.3346465638185268,3888.316708194022,0.4999617834394905,nan,0.0,0.0,nan,nan,3835.4,1.0,23.704860453545347,2446.86875065545,1749427713.7772865,0.18469235362969239,462563.73809672485,4364.042097699478,0.6025554147849054,nan,0.0,253.36492543126846,nan,nan,3868.75,1.0,23.500516131444996,65361.59124358825,25539.49619547293,5.673446504534831,4.232319495083125,6583.423428091453,2.6940317547103323,50.30757960433734,2797.4568459931024,115791.0299361398,0.2463187000268339,19.576201591426795,6547.603137534945,0.4999617834394905,nan,33369.514345753814,3053.249100619467,6.933575327216259,1.1866291066506025,6716.376034002364,3.432211894225257,63.69015708561552,25937.186688826372,3577.5224069451538,5.288449131245765,1.3614349309954128,6730.779818265324,3.2565286975788323,60.155798856480146,0.0,0.0,nan,nan,3426.0,1.0,26.53754284399528,0.0,0.0,nan,nan,3760.0,1.0,24.18021855944889,2803.6556817131805,395.0523046425904,0.26140470345208283,0.1126681673692456,4685.573601112304,5.242704447635689,141.1691045464451,9587.20652710441,247.3091012260015,1.7696236614515297,0.09924758607984478,5875.517877821574,3.9443777245303036,84.10827977000764
16d23m11pt21592155s-24d39m07pt58635986s,16.386448867097652,-24.65210732218444,0.21592613716986486,19.97068937545787,0,0,0,nan,nan,nan,nan,2.1230182169313676,0.02335175962237377,47.38060081421887,9.1677210643917,0.23,a141,34463.63366204167,105.07599937096472,16.795480384076903,0.13986912057731535,5006.838211810485,2.4115726390769088,58.67956765692425,11309.487366174963,103.48816922706332,5.460035841125315,0.13862163226895574,4958.977591619748,2.3306774102109777,57.07299139543979,0.0,0.0,nan,nan,3726.03,1.0,24.400668213494743,0.0,0.0,nan,nan,3728.82,1.0,24.382410999599827,52771.00479626645,842.7080869959798,40.68205745060028,1.2444027269535647,6562.623410862522,2.534679778864966,47.25737491435312,21560.399559066227,226.7470718672731,11.342788939758302,0.342157633341884,4861.23925072878,2.3204016890726575,57.93640876487137,8605.680568238884,164.48890239463813,3.317417741432614,0.22458269906178718,4340.375641500968,1.940420602624337,53.08212037574935,1103.7954708128411,809.1995977731341,0.3471736205764895,1.0168915833516257,4101.8034071208795,0.4999617834394905,nan,0.0,106.10319177380806,nan,nan,3970.08,1.0,22.900702702093618,0.0,0.0,nan,nan,3879.06,0.4999617834394905,nan,0.0,0.0,nan,nan,3835.4,1.0,23.704860453545347,0.0,0.0,nan,nan,4363.29631728898,3.643740271805402,104.33704490855604,0.0,0.0,nan,nan,3868.75,1.0,23.500516131444996,1860.1391408850986,32305870.71205441,0.8360589125796878,27721.547422622927,6583.3827003088945,0.4999617834394905,nan,0.0,0.0,nan,nan,6549.044496021251,9.99923566878981,193.93267853817915,9130.690453479468,695.6978638384336,7.400027006651618,1.0546468801517155,6716.202536705915,2.5779361669742444,47.028865107309876,5896.630803263382,927.9670837699191,4.570477570166128,1.3424930075788437,6730.583108559128,2.389301987580901,43.20945920076532,0.0,0.0,nan,nan,3426.0,1.0,26.53754284399528,0.0,0.0,nan,nan,3760.0,1.0,24.18021855944889,1203.8802032530375,89.96936129031792,0.5066129391357588,0.11578543967767785,4686.122724575515,2.4131267574998407,62.745632906895764,1926.5125962583384,91.00316038082282,1.357338480585263,0.13940716980478027,5875.287353600704,2.5319571105296745,52.72295261171051
16d23m34pt54069919s-24d38m44pt18585516s,16.39292797199671,-24.645607181989106,0.4996283137543249,23.689153969890622,0,0,0,nan,nan,8.291188298044363,0.003948516131722229,9.422731968796187,111.36794289318729,101.61704889957011,23.929161710405154,0.23,a141,230.21214708159494,72.43684001996441,5.374885863900199,4.619391333982716,5006.857470427602,1.7094308550890607,39.65471083582765,286.74241114384785,100338.11120001492,41.088644900355696,39909.53867185803,4957.635553920205,0.6198891326726297,nan,3906.3504843211745,1115.0426305828914,248.25460389031966,357.8979176437269,3722.281219070595,9.99923566878981,340.8133793077146,4067.972733455202,884.834406093012,188.59091436153426,207.05685553397083,3723.1253242469525,9.99923566878981,340.5583738828702,0.0,0.0,nan,nan,6562.8,1.0,13.853480493619768,901.1481812409692,156.14187763286193,11.655326788319913,5.783783063807786,4865.580178399422,3.0473611652752535,77.67130630371584,1504.4283352490404,588.0390694211494,32.44117490188372,44.984103805701416,4336.928187548491,9.99923566878981,292.5682705754515,216.0394086244765,1.9497166017132652e+18,4.150347325070818,1.4961946079679152e+17,4102.2089788133935,0.4999617834394905,nan,0.0,0.0,nan,nan,3969.752189745253,5.250243463609162,166.8585272039872,0.0,0.0,nan,nan,3889.360106573974,4.24996205808216,137.2243322582277,566.1355542252676,143683.84256633895,22.678163829246326,26947.733935838256,3834.755585159065,0.5705152015936296,nan,0.0,0.0,nan,nan,4362.756372423897,4.649400295469157,134.1142696199316,898.0984152814963,96.59251647883299,21.70294632497429,10.754850227836656,3859.6951297540304,2.3219937934887294,72.85572605953293,0.0,0.0,nan,nan,6583.45,1.0,13.810026928666252,0.0,0.0,nan,nan,6548.05,1.0,13.88468655302385,0.0,0.0,nan,nan,6716.44,1.0,13.536579167464883,0.0,0.0,nan,nan,6730.82,1.0,13.507659064352907,1715.7666872758969,75.92941687571476,33.23374539491765,9.37128178082499,3424.8277500819877,1.3624673489489505,43.43615760558671,0.0,0.0,nan,nan,3759.8332951195634,4.619964092822968,154.62173029275513,0.0,0.0,nan,nan,4688.872357785885,3.427275565687216,91.15628067606137,0.0,0.0,nan,nan,5876.001892787257,3.405606896891335,72.21548116261206
16d23m25pt29930915s-24d39m00pt18617469s,16.39036091920871,-24.65005171519112,0.20066348541652523,18.963005963219288,0,0,0,10.245469159050362,0.0341692295036031,nan,nan,3.231574459742297,0.02586312775031178,45.430182545527884,8.874062739806362,0.23,a141,46414.11595383298,143.02403993696433,36.84808327650168,0.3101416513939451,5006.84331163216,2.6596058877230777,65.24208029260636,15723.733679629864,152.60417210141327,12.040856508337122,0.3242408011902431,4958.895413135478,2.629271586229135,65.06509209854416,0.0,0.0,nan,nan,3726.03,1.0,24.400668213494743,0.0,0.0,nan,nan,3728.82,1.0,24.382410999599827,42993.828526946476,519.4251608608979,58.969923149810235,1.3646099801979266,6562.841885124649,2.8469157496288378,53.53117138374809,19228.351507152973,139.61796238952144,15.423585485755876,0.3212150627396743,4861.3064532260805,2.5794228655077753,65.0157892726811,8617.292015632725,151.8252167935704,5.139816890747873,0.3207474459967908,4340.288728562848,2.2249720791787246,61.94682172346044,3381.5203152388485,181.41935105118648,1.5337373392598335,0.32878276666708245,4101.695147172236,1.613981568750522,45.13823532777175,1645.677545846722,6822528.675151535,0.7788163577286512,13900.026696197594,3970.2319371326107,0.6154249277684509,nan,0.0,0.0,nan,nan,3889.06,1.0,23.37778840736009,0.0,0.0,nan,nan,3835.4,1.0,23.704860453545347,485.65460827123087,396.819058295209,0.2570247073081892,0.7358909299727312,4363.363997083516,1.1885315533156557,28.026269588964638,0.0,0.0,nan,nan,3868.75,1.0,23.500516131444996,4491.909350374809,3311301872.5104184,2.875986345644722,4047521.3650839203,6583.528739284776,0.4999617834394905,nan,0.0,0.0,nan,nan,6547.950407228365,9.99923566878981,193.93267853817915,6397.6224755728,504.0215631373625,8.66084114766531,1.2761945385249067,6716.669145305724,2.699152827299822,49.41197155860386,4218.336920146773,671.0194311228636,5.431782492715581,1.6126172801938083,6730.9951389619,2.56443740665655,46.663045408367765,0.0,0.0,nan,nan,3426.0,1.0,26.53754284399528,0.0,0.0,nan,nan,3760.0,1.0,24.18021855944889,123.0568274905238,94.91241585518657,0.07747616130380516,0.18274183838157423,4686.205018734632,0.4999617834394905,nan,1869.8237774541888,91.41463011233184,2.3049908350241477,0.24500171983020916,5875.5840737593035,3.0600896688159485,64.54649010874104
16d22m51pt19268571s-24d38m24pt38599595s,16.380886857140663,-24.640107221096084,0.20275376312663207,30.593823391867733,0,0,0,nan,nan,nan,nan,1.0658360804053288,0.026436874923957583,52.18970671643117,13.506317060256015,0.23,a141,7363.118265889348,121.39766444418991,3.838516560565767,0.17286155009348825,5006.841925157468,2.5106062495830987,61.306256316961814,2883.2861761605154,164.55653721909815,1.4455828223854972,0.22891241951468397,4958.899364196306,3.6570140883073834,92.15054998311959,0.0,0.0,nan,nan,3726.03,1.0,24.400668213494743,0.0,0.0,nan,nan,3728.82,1.0,24.382410999599827,27308.265841786128,742.838600870024,20.702408265671025,1.0786713625647812,6562.743393309024,2.3733359800792093,43.9916654902272,9613.489945051624,141.59604926462316,5.116481159671771,0.2161583190199537,4861.179766271108,2.1850804655661364,54.207806447680156,3134.500430958882,179.1690555865304,1.299157846850201,0.2629910989243283,4340.573440224777,1.8206772129709305,49.29763772754473,127.40413584149226,0.0,0.04580040104946071,0.0,4101.211984749827,0.4999617834394905,nan,0.0,0.0,nan,nan,3969.9430018161293,0.4999617834394905,nan,0.0,0.0,nan,nan,3889.06,1.0,23.37778840736009,0.0,0.0,nan,nan,3835.4,1.0,23.704860453545347,3844.0196122366574,668.2266110621993,1.556955253300263,0.9477512689774257,4364.825275438832,9.99923566878981,291.0428046557292,0.0,0.0,nan,nan,3868.75,1.0,23.500516131444996,4360.23403231158,2365.367105046745,2.484573439748534,2.57324200732816,6583.448612516812,1.667369580057196,29.264336501137205,0.0,0.0,nan,nan,6547.9481924549555,0.4999617834394905,nan,6187.183561775485,494.48373498731405,4.9881097124930465,0.7456498360338636,6716.460213245444,2.416259619414684,43.83612410080306,4125.248122110975,633.5892438551285,3.229365596655409,0.9257254252660804,6730.8076845581245,2.259189631223348,40.62850759300164,0.0,0.0,nan,nan,3426.0,1.0,26.53754284399528,0.0,0.0,nan,nan,3760.0,1.0,24.18021855944889,970.6771481404622,160.75442781832345,0.42341412298028375,0.2145481276795224,4684.894396503606,3.742728299884545,99.89570519006845,1226.3417005443298,117.68401862787479,0.858205469908948,0.1790410601746346,5875.903645627731,3.219453877993922,68.08873471346116
16d23m41pt80164201s-24d38m36pt18549406s,16.39494490055822,-24.64338485946044,0.5762005650841973,32.759328529190164,0,0,0,nan,nan,8.095221045238667,1.2645670143236317e-05,8.169792572186966,0.033870503821152954,61.7367809379144,13.738071159835151,0.23,a141,90220.55325228604,275.8312744599267,67.7629752807984,0.565867753507277,5006.855961654468,2.3884500159569866,58.06489680098777,30666.45837037372,226.06446710346555,22.92794705302657,0.4689471876553534,4958.961241157075,2.344405938319005,57.44239658444182,72073.79673088921,389.2436199818702,25.45051829052698,0.692339978094741,3726.1090138316545,2.189466292461421,70.88278741469337,99966.78057531624,493.410238965304,35.367895293715584,0.8776190963717544,3728.861418460544,2.189466292461421,70.82975107159099,0.0,0.0,nan,nan,6562.8,1.0,13.853480493619768,35854.96037269055,119.47082155031613,28.454538496287352,0.27194160379039495,4861.305197845398,2.3865598868475035,59.7511286380271,16326.698169111647,106.31621845911695,8.611820777983192,0.1986124693131658,4340.446237068786,2.1949344903514842,61.01795830093788,7982.992356720413,98.90381463691679,3.378034139188882,0.16721766679249067,4101.761426420842,1.7430865826927462,49.54793036769088,4218.84876830022,120.98446749463834,1.5705965559750728,0.1939599325696718,3969.7194392093543,2.0323916954809604,61.18587253764914,4890.882654569358,374.2013563164354,1.5781189757921144,0.5461596244539119,3888.9035106619226,1.4326755662913653,40.920090587036334,1050.7822437386565,3989561.8588674837,0.3552271980916628,6313.6161605311645,3834.9949567086255,0.4999617834394905,nan,0.0,0.0,nan,nan,4365.131654656313,0.4999617834394905,nan,12015.357199983184,274.70991544386084,3.899807376899001,0.4084430385453182,3868.8122371623676,2.2690980923475035,71.02800763818381,0.0,0.0,nan,nan,6583.45,1.0,13.810026928666252,0.0,0.0,nan,nan,6548.05,1.0,13.88468655302385,0.0,0.0,nan,nan,6716.44,1.0,13.536579167464883,0.0,0.0,nan,nan,6730.82,1.0,13.507659064352907,0.0,0.0,nan,nan,3425.555080596185,5.617860378943324,207.13273021041027,2579.000777052019,381.71053886792197,0.9660137684392478,0.7030845571208365,3760.929239159991,7.81385698998343,263.5062221288994,517.0487389058812,130.245273385186,0.32943029731935897,0.2537827846481566,4686.111784703638,3.6891729439197176,98.4140763940728,2480.0532225503016,132.06243986699735,3.208959643882157,0.371494339267426,5875.749328267489,2.7738017713910645,58.15611881445357
16d23m22pt87887854s-24d39m05pt98623242s,16.389688577373406,-24.651662842339338,0.2156099182804314,21.82152953199808,0,0,0,nan,nan,nan,nan,4.164540051413164,0.058116633405194816,56.5084609507442,10.777331526625106,0.23,a141,33297.48984468203,102.83672423844429,96.46880744523311,0.8137849565267016,5006.844922842618,2.518399511249809,61.51257329520801,11267.31729381838,115.41061120577108,30.55016462583729,0.8682600809597962,4958.81544041459,2.459995246922178,60.54464189252409,0.0,0.0,nan,nan,3726.03,1.0,24.400668213494743,0.0,0.0,nan,nan,3728.82,1.0,24.382410999599827,22914.57215958552,215.3629668496846,144.8474479372033,2.60758025224533,6562.748817055033,2.6337707104484482,49.254301195320664,10701.015379448234,144.64734423252426,34.235097933232,1.3273398532205922,4861.215604598112,2.589086757901897,65.27869928214191,5998.815837771346,115.10012786295665,12.334109387744508,0.8382046178976881,4340.340183813366,2.5523727539120245,71.99321527537565,2504.1319293798597,131.5184938891805,4.128658784346875,0.8664984425897869,4101.514214918136,1.9938470232099297,57.94605042916387,1748.7724096454428,151.89196336851077,2.605748230733861,0.9763149260559332,3966.8282652221783,2.098526662888967,63.44009439389068,0.0,0.0,nan,nan,3879.06,0.4999617834394905,nan,0.0,0.0,nan,nan,3835.4,1.0,23.704860453545347,0.0,0.0,nan,nan,4361.495989175897,0.4999617834394905,nan,0.0,0.0,nan,nan,3868.75,1.0,23.500516131444996,0.0,0.0,nan,nan,6583.884417087665,9.99923566878981,192.88987927331783,0.0,0.0,nan,nan,6548.466518031058,9.99923566878981,193.93267853817915,2495.0386317860225,204.07963736683558,11.792238310192525,1.8041050536962466,6716.410252996288,2.4227353472353097,43.96435554918379,1767.747782209104,279.36986308098074,7.84344005572028,2.3135606155925967,6730.687518731483,2.553926538161564,46.45635534508634,0.0,0.0,nan,nan,3426.0,1.0,26.53754284399528,0.0,0.0,nan,nan,3760.0,1.0,24.18021855944889,704.2947708917245,95.197072794375,1.8136034403429326,0.7511167256736977,4681.155315222781,2.137461337725306,54.87233176467448,1448.706448958055,90.95950318642022,7.237429800601178,0.9878843464621934,5875.91788051275,3.6621329255278874,77.88628653003278
16d23m13pt19641962s-24d39m05pt18635586s,16.38699900544912,-24.65144065440608,0.21575831393865164,17.694839653301567,0,0,0,9.418034295495124,0.04913004034535951,nan,nan,2.788091716575295,0.06982025230364342,60.49060422197914,17.429351182142817,0.23,a141,12109.374177161755,113.59090748175582,24.623389309353836,0.6308939581444616,5006.840232833796,2.2177261829820925,53.50794170594728,3954.2082690935067,90.42030769057351,7.979540380866756,0.5062557716686451,4958.99191152246,1.9846735648927185,47.67809445266342,0.0,0.0,nan,nan,3726.03,1.0,24.400668213494743,0.0,0.0,nan,nan,3728.82,1.0,24.382410999599827,14310.027193945836,219.5475777120408,47.15140155637279,1.3856437393033847,6562.731148109463,2.3300624475877143,43.112352378366914,5761.497138260103,134.55642751820605,13.0749199211175,0.8758313133151245,4861.29973374236,2.112154244455514,52.18774269456367,2356.1029821610196,106.91636935123336,3.436670116931071,0.5522701651038022,4340.674847793112,1.8715202765761276,50.90929724391382,131.20569100121054,0.0,0.18700500637112222,0.0,4103.292002360763,0.4999617834394905,nan,139.46326147312033,5.077175481490335e+90,0.1635096744815163,2.5568482785318243e+88,3974.0517163336613,0.4999617834394905,nan,0.0,0.0,nan,nan,3879.06,9.99923566878981,326.52642944617054,0.0,0.0,nan,nan,3835.4,1.0,23.704860453545347,167.9509192973042,306.2104178492978,0.22237832184828005,1.4208120990728899,4363.199513253473,0.4999617834394905,nan,0.0,0.0,nan,nan,3868.75,1.0,23.500516131444996,210.97209873947813,1597.3076814200467,0.3918365411478767,5.663521482263702,6583.768676523379,0.4999617834394905,nan,0.0,0.0,nan,nan,6547.810363568683,9.99923566878981,193.93267853817915,2433.5338653229473,183.8158760922024,7.718736887219253,1.0905284497167387,6716.380150136783,2.0778191597409377,37.08275005121623,1527.4105789395403,263.88007999315073,4.530143052184127,1.460733526993185,6730.792085555367,2.1297939290432355,38.04601125106117,0.0,0.0,nan,nan,3426.0,1.0,26.53754284399528,0.0,0.0,nan,nan,3760.0,1.0,24.18021855944889,852.629258268129,190.87452766868864,1.3977707055714665,0.9586577379961747,4681.490571663144,4.529980044162768,121.60141383495933,619.1706502643659,56.31966672256854,1.958746932394832,0.3873031666970599,5876.253906841898,1.8896244868803151,38.030551419033046
