object_id,ra,dec,z,angdisp,foreground,cluster_member,lensed,Z_dir,Z_dir_e,Z_j19,Z_j19_e,R23,R23_e,mean_vel_disp,sterr_vel_disp,zcluster,name,oiii5007_flux,oiii5007_flux_err,oiii5007_ew,oiii5007_ew_err,oiii5007_centroid,oiii5007_fwhm,oiii5007_vel_disp,oiii4959_flux,oiii4959_flux_err,oiii4959_ew,oiii4959_ew_err,oiii4959_centroid,oiii4959_fwhm,oiii4959_vel_disp,oii3726_flux,oii3726_flux_err,oii3726_ew,oii3726_ew_err,oii3726_centroid,oii3726_fwhm,oii3726_vel_disp,oii3729_flux,oii3729_flux_err,oii3729_ew,oii3729_ew_err,oii3729_centroid,oii3729_fwhm,oii3729_vel_disp,halpha_flux,halpha_flux_err,halpha_ew,halpha_ew_err,halpha_centroid,halpha_fwhm,halpha_vel_disp,hbeta_flux,hbeta_flux_err,hbeta_ew,hbeta_ew_err,hbeta_centroid,hbeta_fwhm,hbeta_vel_disp,hgamma_flux,hgamma_flux_err,hgamma_ew,hgamma_ew_err,hgamma_centroid,hgamma_fwhm,hgamma_vel_disp,hdelta_flux,hdelta_flux_err,hdelta_ew,hdelta_ew_err,hdelta_centroid,hdelta_fwhm,hdelta_vel_disp,hepsilon_flux,hepsilon_flux_err,hepsilon_ew,hepsilon_ew_err,hepsilon_centroid,hepsilon_fwhm,hepsilon_vel_disp,hzeta_flux,hzeta_flux_err,hzeta_ew,hzeta_ew_err,hzeta_centroid,hzeta_fwhm,hzeta_vel_disp,heta_flux,heta_flux_err,heta_ew,heta_ew_err,heta_centroid,heta_fwhm,heta_vel_disp,oiii4363_flux,oiii4363_flux_err,oiii4363_ew,oiii4363_ew_err,oiii4363_centroid,oiii4363_fwhm,oiii4363_vel_disp,neiii_flux,neiii_flux_err,neiii_ew,neiii_ew_err,neiii_centroid,neiii_fwhm,neiii_vel_disp,nii6583_flux,nii6583_flux_err,nii6583_ew,nii6583_ew_err,nii6583_centroid,nii6583_fwhm,nii6583_vel_disp,nii6548_flux,nii6548_flux_err,nii6548_ew,nii6548_ew_err,nii6548_centroid,nii6548_fwhm,nii6548_vel_disp,sii6716_flux,sii6716_flux_err,sii6716_ew,sii6716_ew_err,sii6716_centroid,sii6716_fwhm,sii6716_vel_disp,sii6731_flux,sii6731_flux_err,sii6731_ew,sii6731_ew_err,sii6731_centroid,sii6731_fwhm,sii6731_vel_disp,nev3426_flux,nev3426_flux_err,nev3426_ew,nev3426_ew_err,nev3426_centroid,nev3426_fwhm,nev3426_vel_disp,fevii3760_flux,fevii3760_flux_err,fevii3760_ew,fevii3760_ew_err,fevii3760_centroid,fevii3760_fwhm,fevii3760_vel_disp,heii4686_flux,heii4686_flux_err,heii4686_ew,heii4686_ew_err,heii4686_centroid,heii4686_fwhm,heii4686_vel_disp,hei5876_flux,hei5876_flux_err,hei5876_ew,hei5876_ew_err,hei5876_centroid,hei5876_fwhm,hei5876_vel_disp,delta_R_Mpc
STACK,0.0,0.0,0.4305686704271138,,0,0,0,,,,,3.833565371229682,0.217343655877414,47.9841502163123,8.73507306621954,0.5471,macs0018p16,19083.39666283712,395.9638726310994,13.108952669664456,0.7429480614207057,5006.812396159164,2.679604862080822,65.769037279737,7877.746495599783,483.7662972782857,4.92848171463875,0.8398610315135475,4958.470711714885,3.132960444325834,78.399166477927,0.0,0.0,,,3726.03,1.0,24.400668213494743,0.0,0.0,,,3728.82,1.0,24.382410999599827,22192.1039990493,504.1350032971097,26.46863351683269,1.1517444239026602,6562.623747792017,2.944808557263056,55.48822405809792,7032.915979671595,363.8585203493115,4.794843128834166,0.7115917404510885,4860.989362884026,2.331053877455181,58.228936385943584,2550.543225488917,485.18326801119406,1.373993186120401,0.9257732670444894,4340.266790634223,2.3499384824621883,65.79708240831096,2190.66603103996,576.496766617782,0.9111361359660676,0.9582652547531032,4101.291524132763,1.4091361343959026,37.958847998471,0.0,0.0,,,3966.551236347076,2.0211082205666795,60.80031444688195,0.0,0.0,,,3889.06,1.0,23.37778840736009,0.0,0.0,,,3835.4,1.0,23.704860453545347,0.0,0.0,,,4360.831677909909,3.1468391645345606,89.51825113704922,0.0,0.0,,,3868.75,1.0,23.500516131444996,437.12224633609503,1.3245903447647786e+73,0.3601641804643253,2.083723165691235e+70,6583.1460090950295,0.4999617834394905,,0.0,0.0,,,6549.726760322657,9.99923566878981,193.93267853817915,5039.301197914845,397.7359069466177,5.873216097560135,0.8670646615797246,6716.289892043072,2.580084567555856,47.071176391704995,2421.754703398971,579.3379124063991,2.587348611098678,1.1552874464739329,6730.40584762598,2.552121253714073,46.420848556967904,0.0,0.0,,,3426.0,1.0,26.53754284399528,0.0,0.0,,,3760.0,1.0,24.18021855944889,1384.2275571761247,326.8071473819104,0.8000524095813618,0.5785146907620397,4682.256215523693,1.5705341499008705,38.1985852543983,515.591188423274,10698129.278266752,0.4574640864253659,20634.14796986076,5876.20870897681,0.6096581318306994,,
4d45m34pt185s-40d51m43pt942s,4.759495833333332,-40.862206111111114,0.1336573910074736,4.957741556007506,1,0,0,,,,,4.543531735963009,0.048681840630139,54.35612042279712,14.353042250272129,0.477,macs0018m40,48871.168651145505,122.52238996300044,56.0426396126041,0.3837679388142128,5006.835207028226,2.490323320412228,60.769036320390214,16458.286477130412,175.53562906604506,18.18704800061634,0.5381858429745998,4958.966031292737,2.449654286868282,60.267658516884985,0.0,0.0,,,3726.03,1.0,24.400668213494743,0.0,0.0,,,3728.82,1.0,24.382410999599827,32180.309865426894,221.1266857701105,56.05442920567985,0.7377819177360065,6562.754967074863,2.4289780126003553,45.1200737000937,14378.56252024819,146.6785305420296,17.77635155162771,0.5201212241859446,4861.309418769172,2.436947856607443,61.13007324997573,5545.313714440147,251.87464934857095,4.857617313514204,0.7813940134140184,4340.553877613653,1.8620515782112568,50.60971099813211,0.0,0.0,,,4101.73,1.0,22.16567686891332,0.0,0.0,,,3970.08,1.0,22.900702702093614,0.0,0.0,,,3889.06,1.0,23.37778840736009,0.0,0.0,,,3835.4,1.0,23.704860453545347,0.0,0.0,,,4364.796963899501,9.99923566878981,291.0428046557292,0.0,0.0,,,3868.75,1.0,23.500516131444996,0.0,0.0,,,6583.599724149754,0.4999617834394905,,0.0,0.0,,,6548.07978887912,9.99923566878981,193.93267853817915,4473.582656117318,408.6971339753903,7.956269615119876,1.3595905206671606,6716.267074315068,2.3169545549323627,41.865581779869736,3271.819992444799,504.7589502884761,5.49282747973126,1.581645504458424,6730.633238307474,2.387082941090406,43.16555889209914,0.0,0.0,,,3426.0,1.0,26.53754284399528,0.0,0.0,,,3760.0,1.0,24.18021855944889,700.664062116375,50250744.79219788,0.6670031393503222,146253.97624007124,4686.837315794493,0.6723117544386958,,2140.6584250732417,124.80902916235748,3.3427071427015105,0.4237131995108668,5875.690853014529,3.686538785281176,78.42496704748973,
4d45m51pt195s-40d51m46pt433s,4.764220833333332,-40.862898055555554,0.2576929765936748,16.562687142124116,1,0,0,7.449579936217009,0.0079026765709541,,,2.114564667666332,0.0940922541791852,86.54400963728942,20.8809395137425,0.477,macs0018m40,5004.6518366589435,105.7800521916028,11.980042664500576,0.6916352232365345,5006.824809434158,1.7185169189186182,39.90781538290265,2103.6650766277303,133.809790981072,5.473034063861633,0.9656842428806024,4959.617310770235,2.9447722437805575,73.43415334239279,0.0,0.0,,,3726.03,1.0,24.400668213494743,0.0,0.0,,,3728.82,1.0,24.382410999599827,7847.248596833878,143.9731757369382,38.13420143084501,1.3400823322832345,6562.9641586740245,2.422472824088556,44.98827409366042,3361.598262743852,125.96782377978528,9.489710224795497,1.019873219375243,4861.516909878166,2.5667668708098264,64.6713593387322,1742.021107654276,157.4055627425144,4.001318315064417,1.2805480204461686,4340.369011223535,2.8456934400946268,80.90244545013562,0.0,0.0,,,4102.523154947689,2.7521397965843906,82.6120821575936,0.0,0.0,,,3969.9791098617975,5.398937984126336,171.6685291082698,0.0,0.0,,,3890.6891758396537,9.624450745197455,314.22632218774265,0.0,0.0,,,3834.5961622416744,5.999861962176294,197.7960077284364,576.6295373889114,153.10799072075056,1.1375626663338878,1.0584234752683177,4363.316260298295,2.3323015876668443,64.91473090611412,1454.578458430005,1108015.6533800731,2.2773752023230407,7957.019578150064,3866.790730852055,0.6893179310894553,,328.6742980345862,923.089436923004,0.937267309159883,5.025652083262103,6583.290328097124,0.4999617834394905,,0.0,0.0,,,6546.196502100775,0.4999617834394905,,1942.007672446527,207.63219287271616,10.264779462499872,2.052590550784078,6716.935302514855,2.805474443858928,51.49584978983154,857.3908510581921,306.6030807786707,4.113396098283161,2.7454433860259493,6730.6991736596165,4.111122918257856,76.62436939912813,0.0,0.0,,,3426.0,1.0,26.53754284399528,0.0,0.0,,,3750.0,9.99923566878981,337.7342754526394,0.0,46.29040833694847,,,4685.68,1.0,19.403292965701414,524.0499062082483,86.35253783732594,1.9858008662915576,0.7114268410737495,5875.5062721093855,1.7681000192508205,35.18006338541774,
4d45m25pt785s-40d51m38pt396s,4.7571625,-40.86066555555555,0.3209163936356569,10.459268844430143,1,0,0,10.217066400553248,0.0604894146346428,8.050120288629175,0.0001355588362869,7.682249450192248,0.3861926889552071,86.82535576531951,21.855312873139873,0.477,macs0018m40,4025.23247266752,85.35447887864085,26.558248190907637,1.5382237297770769,5006.8540044069205,2.043168596986284,48.80797400940432,766.2010866061682,84.16687063907251,4.961396349376924,1.512189678765007,4958.86500955684,1.8991587132514376,45.324339737757626,5490.442794041583,338.20966783848337,12.988262860714402,4.030565607024825,3725.9191738955337,2.1651357085934255,70.00485443849207,6177.884869674717,361.2556242424411,14.642884691241518,4.305212514241995,3728.7004457292655,2.1651357085934255,69.9524749876515,4787.4794197130905,141.66875425386513,109.25135329265194,6.192581093525182,6562.602111359801,2.1603942354288157,39.64804809854666,2142.5705230878807,84.90096579866872,16.2997214318191,1.8525847971395957,4861.246450099075,1.895375449190326,46.12752339882756,1222.1980176427203,107.86260753127787,8.772069049708461,2.7414841223433712,4340.721235761982,1.595299848776947,42.0466297110448,0.0,0.0,,,4101.807639340873,7.2773200947724845,224.82722913723055,0.0,90.44077862042076,,,3970.08,1.0,22.900702702093614,48.874560999567706,355.9347161947593,0.1766758832221247,5.8264683877435965,3887.1397094749,0.4999617834394905,,0.0,0.0,,,3834.098898189876,9.574961450623515,316.975469106304,0.0,60.1550923937323,,,4363.21,1.0,20.83732430562082,2611.151391509462,195.8943088369174,11.018257865997985,3.7860379813873744,3869.061028620838,3.3766083766874337,108.70117164939498,372.2122333654421,8437083.798176046,2.148967202707782,92988.02910425462,6584.096714066703,0.6339729416035502,,0.0,0.0,,,6548.766857417409,9.99923566878981,193.93267853817915,1270.810070326691,192.40103264678305,16.80348202171037,4.758487647908911,6716.414342586797,2.690824313587384,49.24849369697649,775.3124811102463,316.535722882004,9.278746942552845,7.070617431886257,6730.5794208497955,3.115768600227884,57.426676584104634,0.0,0.0,,,3426.0,1.0,26.53754284399528,0.0,0.0,,,3760.196656777489,9.99923566878981,337.7342754526394,95.93768431349623,129.22284130558754,0.3893648580467601,1.6047834599547006,4684.664443733251,0.4999617834394905,,0.0,79.21850799157524,,,5875.62,1.0,15.473706908126772,
4d45m51pt3s-40d51m43pt7s,4.76425,-40.86213888888889,0.3779641922268184,15.702393364967508,1,0,0,,,8.057744582144903,0.0001191350290698,8.71472779829846,0.4140424382912588,91.4939453014216,20.50944618764279,0.477,macs0018m40,5475.680593594774,122.3575429279002,8.172168225903583,0.4987927530303374,5006.815077183891,3.272965129317175,81.29682644956041,1506.969107778092,119.7065256451242,2.105380636696942,0.4641135306394874,4958.335539815488,2.93671157198273,73.22108738640989,6501.764719773851,359.5731783551194,7.03593435025655,1.9599201490958105,3726.168727718443,2.254394712341996,73.22030699244716,8997.442597312986,488.8888597590046,9.75316995603027,2.66477920097765,3728.597309083135,2.254394712341996,73.16552165646718,5783.391128763808,164.89779754077225,14.83108263381531,0.8100162760858621,6562.445035468181,3.340558178399601,63.36396741553384,2579.7543582312755,98.9294373858106,3.691778102056153,0.4061235713700546,4860.883498894331,3.042173711241664,77.53171641538529,495.9296467790757,2533.9836022889253,0.5406937477968558,9.792865851099148,4338.658662452204,0.4999617834394905,,756.6292158214357,2894622.931356707,0.7266038949052601,11106.90431507708,4101.695271381319,0.5920204874403647,,173.86587103250534,276.7659783083718,0.1723928037180421,1.1814507674891015,3970.161186113504,0.4999617834394905,,0.0,0.0,,,3889.914378254149,4.32417410526919,139.68674657470282,0.0,0.0,,,3833.02017663354,9.99923566878981,331.09476865566154,191.84688023442385,2.1717654267801948e+43,0.2169096670668881,8.606865247261163e+40,4362.695499797061,0.4999617834394905,,1991.418180804391,348.8214004993799,1.9347270070905929,1.5550715630341485,3866.1266904697422,7.964171036203475,261.06512028786403,339.92105733771257,156195569.88338912,0.7524400053098204,660165.421449833,6582.717644599804,0.5444061750618603,,0.0,0.0,,,6547.400629698112,0.4999617834394905,,640.632307489114,105.13722603174811,1.7819173439005958,0.5470602095923274,6715.540320620911,1.2491180118707317,19.609916825169737,1005.9800673541408,195.521448561743,2.853724166981278,1.0352849856781452,6730.258028554057,3.304652499311616,61.08749487420072,0.0,0.0,,,3426.0,1.0,26.53754284399528,1891.778242790294,238.7033575053091,2.0350030026038115,1.26382843836737,3759.602021060608,4.0629776505521855,135.51157606783923,0.0,0.0,,,4686.082601611142,3.4633239308547763,92.15658086529072,486.8156756569021,99.78806684620596,1.0232955974725602,0.4561056533364199,5874.8766347273195,2.2726163293666817,46.84789681363926,
4d46m00pt975s-40d52m15pt046s,4.766937499999999,-40.87084611111111,0.3778400679247367,43.4047624887473,1,0,0,,,8.02467512704819,0.0001263368071532,9.168612145262832,0.4381463971423985,95.48287061966823,20.45935831978918,0.477,macs0018m40,5538.616114374745,133.63843939229815,14.115724962152411,0.9302956757031476,5006.832982583692,2.8568280158530737,70.4268812700434,858.0948633895193,79.29483436327489,1.859199630808423,0.4767577708270941,4958.460370670045,1.1937397951514894,24.824812195753516,9335.882548470356,510.1329592396092,10.572122961847274,2.9104562199295803,3725.805211215514,3.090321670094543,102.84491893776564,11714.087456357836,664.8449279660389,13.294326813040133,3.793132791834613,3728.9426528457425,3.090321670094543,102.76796769747077,7646.264083215751,252.360364903958,28.99147246396917,1.8328685338896793,6562.436540412447,3.175313032974342,60.081707710333035,2993.548047157104,108.73598975902924,7.1218803215456035,0.7420040076203571,4861.219450735866,2.1798943947713454,54.06441644061615,1280.3948535263555,135.21541978788886,2.292922489747223,0.8576000812210565,4340.43265239204,2.450958738634451,68.89481443784378,0.0,0.0,,,4096.680097435681,0.4999617834394905,,0.0,0.0,,,3968.831545632761,9.928585792987825,317.591623184951,0.0,0.0,,,3888.963691032972,1.2428071781990953,33.61676949622414,0.0,0.0,,,3835.007532162943,4.915453822760409,161.4979125776593,0.0,0.0,,,4363.86381880417,4.576153137850389,131.9520137347289,6941.110214451957,582.7351126758715,8.728744935272562,3.3547798307911543,3869.833188372615,9.99923566878981,328.2406140748108,67.01107143190244,3851825.071026075,0.1833774400677845,20123.238903083704,6583.565941907482,0.4999617834394905,,0.0,0.0,,,6548.250720264286,0.4999617834394905,,2023.1316308143337,212.48695669343508,9.79491419507006,1.9243214252402516,6716.016546567891,3.3380910277214184,61.86667565684907,785.6633989809417,196.50790877930433,3.2055092943778805,1.4965259896043877,6730.2454042075415,2.228496830818773,40.01747228868245,0.0,0.0,,,3426.0,1.0,26.53754284399528,803.7800909340128,252.20259159148412,0.8588049013376235,1.3266130761288677,3759.2555980022953,4.020654427282276,134.05656270474574,367.23382723355616,1521459277.2918062,0.7006858570663355,8877400.416395854,4686.251653344036,0.4999617834394905,,0.0,0.0,,,5874.878041034878,4.435040293315632,94.89183652122324,
4d45m11pt76s-40d51m34pt377s,4.753266666666666,-40.85954916666667,0.4348081164201725,24.947951661732574,0,0,0,7.93109310403196,0.0258161922272088,8.068919168850012,8.776065153406639e-05,8.893195356244666,0.4449688889303038,69.82487616255473,18.620322652243782,0.477,macs0018m40,6187.016506070486,112.50858777926996,43.53267096795273,2.162257452586422,5006.83294286407,2.7945131219758337,68.7913997241576,1955.4198481584465,69.47848591654035,14.638793568856686,1.4430242765600574,4959.184057976286,2.34745934767464,57.52452834946224,6235.918122954561,255.4789218818619,35.750366199453595,7.377838427097223,3726.058592690339,2.5200553319805836,82.71620378742399,9577.257408182775,368.3560311411264,55.015387389910984,10.637555777156146,3728.905494691768,2.5200553319805836,82.6543133747554,0.0,0.0,,,6562.8,1.0,13.853480493619768,2693.701299223682,124.1101477652616,19.654141767707635,2.5971111457917924,4861.5223610012345,2.9841251004497944,75.96875400332338,846.276019873985,105.71846177172928,3.918169352747101,1.733681940448279,4340.26437688912,1.637672890678844,43.42549433579995,0.0,65.41060087573148,,,4101.73,1.0,22.16567686891332,209.7014011618279,494.8671589892292,0.854161667069955,8.674586741012053,3970.8486866917137,0.4999617834394905,,0.0,0.0,,,3889.6575547069738,4.282152990455476,138.29259637628064,0.0,0.0,,,3835.1337890112727,5.245926872878929,172.57318697061532,1327.6435781374223,518.4556807745822,8.047015623648907,11.00994648986626,4363.629490940037,9.99923566878981,291.0428046557292,3522.758833672762,650.7589739241095,25.206207904143653,21.363972244205357,3866.318296116473,9.99923566878981,328.2406140748108,0.0,0.0,,,6583.45,1.0,13.810026928666252,0.0,0.0,,,6548.05,1.0,13.88468655302385,0.0,0.0,,,6716.44,1.0,13.536579167464884,0.0,0.0,,,6730.82,1.0,13.507659064352907,0.0,89.70873809285206,,,3426.0,1.0,26.53754284399528,0.0,0.0,,,3758.8032246238968,1.2597455729598213,35.46257879063201,372.7947131568002,66.91989165546751,2.636216132101622,1.447534665282228,4685.546236921167,1.206087187950707,26.685442305050643,0.0,77.3507176340651,,,5875.62,1.0,15.473706908126772,
4d45m30pt465s-40d51m24pt25s,4.7584624999999985,-40.85673611111111,0.4367181003459819,16.206735365029783,0,0,0,9.239530278317496,0.0484659247937701,8.068039094789796,0.0001007085321519,9.400947259038164,0.4913296423803661,50.78173082173239,11.487308418568157,0.477,macs0018m40,4905.435831839448,87.32646239801484,49.61811760098085,2.4126503037776943,5006.846220657785,2.4424677965013895,59.50001344063877,1782.5113653670105,83.6552979281833,26.59631373461956,3.4634375945837257,4958.720140972273,2.5314914189789666,62.4569396468097,5786.406258062628,274.19101174432626,29.75678145317595,7.103416018756476,3725.9167866983016,2.1097786869816284,68.00301355489913,7345.231755878129,328.60049586609665,37.84044351017468,8.512992498394151,3728.468745455125,2.1097786869816284,67.95213193341614,0.0,0.0,,,6562.8,1.0,13.853480493619768,2108.2540583442233,99.51335881223056,22.51672306145047,3.0486375407554833,4861.10289336742,2.1193469797809787,52.38734982193643,1454.761342153144,118.14250488377208,10.786256609011504,3.10273958751786,4340.201873763973,1.480508843413712,38.26441348453703,1742.4822681073806,138.44310154952262,25.01742454139583,7.935901835009568,4103.1174814884,3.090647576296736,93.43517285832615,0.0,53.18414748017299,,,3970.08,1.0,22.900702702093614,199.69420366245197,2281526531780.4644,0.8615745776166973,44499237707.10423,3889.869712887927,0.4999617834394905,,119.1972661107481,170.9102442872817,0.4659515367173384,3.1289227831271753,3834.3100063880897,0.4999617834394905,,62.50027594152714,172.47564325620024,0.4914414897536364,4.750316753203994,4364.203556706641,0.4999617834394905,,1685.223215389254,180.13456686031157,9.172216227799886,4.4927694018728985,3868.268716639678,2.995531667804803,95.84565305604526,0.0,0.0,,,6583.45,1.0,13.810026928666252,0.0,0.0,,,6548.05,1.0,13.88468655302385,0.0,0.0,,,6716.44,1.0,13.536579167464884,0.0,0.0,,,6730.82,1.0,13.507659064352907,0.0,0.0,,,3425.701327097536,2.6560064124845733,95.20771636762368,0.0,51.11997157524858,,,3760.0,1.0,24.18021855944889,139.8629883535646,98.38966277715744,1.057639371289348,2.2734632858203407,4688.2982664098345,0.4999617834394905,,1407.8564097996775,479.5818415804559,37.67218839547533,27.8887993449908,5877.535793001094,9.99923566878981,216.12712798001303,
4d45m17pt925s-40d52m02pt348s,4.754979166666666,-40.86731888888889,0.4466498198995832,29.32482148037976,0,1,0,,,8.08396672161654,0.0001155881718747,9.197289407945645,0.3432277440473467,63.45358189341355,18.755886937528754,0.477,macs0018m40,7632.309273487135,166.16809965682577,21.00114275467709,1.2488642566239043,5006.883351323263,3.03030297621294,74.96827432073108,2809.447073853036,71.79899871046615,7.92661663558116,0.5620123280832657,4959.1671628990025,2.705946247438775,67.1050637161313,8368.429838955044,422.1199532385676,17.519273448157566,4.450128724617082,3726.485120861257,2.7389602027177173,90.476247759037,8645.186311384587,531.4163285949811,18.130069034458852,5.602367408760069,3728.9697560457303,2.7389602027177173,90.40855107986027,0.0,0.0,,,6562.8,1.0,13.853480493619768,2985.159135468847,81.10444168341577,7.893507886199595,0.6150759510558207,4861.502869687372,2.1786062476834336,54.02879430892764,1672.4521503946585,107.85669664816989,4.463167411662807,1.019008780733864,4341.276196222443,2.0124257436842385,55.34055620637424,0.0,81.4225567473023,,,4101.73,1.0,22.16567686891332,0.0,0.0,,,3969.3001551347847,1.9888085553871584,59.694987631524725,525.6390115727474,9200498.412270842,1.092891821994308,86619.53602330439,3887.23442494861,0.5019281572740178,,0.0,0.0,,,3834.636340745261,6.237863016090003,205.74831149460044,0.0,0.0,,,4364.304549621352,0.4999617834394905,,771.471962647692,124.48819387116129,1.57556952186526,1.164476684619248,3869.050339041187,1.4297495224366157,41.02451798466871,0.0,0.0,,,6583.45,1.0,13.810026928666252,0.0,0.0,,,6548.05,1.0,13.88468655302385,0.0,0.0,,,6716.44,1.0,13.536579167464884,0.0,0.0,,,6730.82,1.0,13.507659064352907,5460.902802785966,1501.4523524478675,11.69165953843822,20.506367613510974,3423.5123113348145,9.99923566878981,370.65991701749095,0.0,0.0,,,3761.3363610805873,1.196424976587718,32.852602519739115,141.76006202835092,0.0,0.3296113345599235,0.0,4685.965292678011,0.4999617834394905,,555.2711471931965,121.53880669657,1.949697038735347,0.927894706465699,5875.185904170817,1.8031546376423568,36.00570475314461,
4d45m39pt18s-40d51m33pt895s,4.760883333333332,-40.85941527777778,0.4647071487062295,6.270993110826676,0,1,0,10.635825467727646,0.0189801161447082,8.216904131544679,7.300296632916895e-05,12.012918810172293,0.2140237369979354,44.052715976959455,8.751586185449407,0.477,macs0018m40,30601.17886608022,124.8355669351634,206.48276460128864,2.3007609155009945,5006.834263874678,2.019822611335561,48.175622817409405,11156.751934570411,116.19251771067438,72.61661203882532,2.098330991145975,4958.908815695334,2.098837522453984,50.79830637821375,5698.227150843169,221.8647898179369,12.670326438955748,2.4847283217555254,3726.22832489985,1.9523857659138812,62.27360927083003,8367.75819278996,287.1795200342966,18.640770154933097,3.216206985538028,3728.8898225211224,1.9523857659138812,62.22701453848425,0.0,0.0,,,6562.8,1.0,13.853480493619768,4646.990213320449,75.76464500654821,23.371248848082924,1.0928625416556808,4861.455109349374,1.854901900998101,44.9849807114937,2439.3775317347936,124.51454830086232,8.061588902636869,1.4573937581378222,4340.422634450402,1.7954057112199533,48.493697991736646,828.6589742382215,67.73397806282644,2.376052369718245,0.7757380590572914,4102.364825113224,1.217096889765621,30.903232111357056,198.1811089072256,0.0,0.4834751268528902,0.0,3971.900838136067,0.4999617834394905,,1477.1968074288793,164.83020966341715,3.2993646002987296,1.6634051982954827,3890.719333211219,1.673411289543906,49.75686701416387,0.0,63.09694691575503,,,3835.4,1.0,23.704860453545347,341.32736690239165,129.5464648044083,0.9155477592298245,1.2180291486058623,4362.624362905274,1.1553539236363906,26.81913633438491,3741.950076203027,136.55736122831416,8.351954886090292,1.3961616135957111,3868.8859215166526,2.071286598514444,64.15007215415078,0.0,0.0,,,6583.45,1.0,13.810026928666252,0.0,0.0,,,6548.05,1.0,13.88468655302385,0.0,0.0,,,6716.44,1.0,13.536579167464884,0.0,0.0,,,6730.82,1.0,13.507659064352907,4168.543634763198,277.18537732374165,11.3249731205753,4.780445616009713,3429.126521969255,4.658650986189693,171.1500235508698,0.0,0.0,,,3759.5063764977695,3.8492439096568343,128.1586412176043,129.39725843954557,5139.00718218206,0.4905880818995089,59.60053602922888,4685.447060988706,0.4999617834394905,,460.6992474881026,118.39556574754351,5.317714092888279,2.971076224512795,5875.735839441178,2.1880736323101067,44.91853876477704,
4d44m59pt43s-40d51m24pt731s,4.749841666666666,-40.85686972222222,0.5169159984906913,39.587095364175575,0,0,0,,,8.04117706021265,0.0072114522013587,8.183065645471714,1.1563497079992555,69.83288002268581,19.21807503265847,0.477,macs0018m40,3834.692899998121,115.16239375782236,743.0294377718985,60.9487317021382,5006.898016211373,2.3612204620201633,57.340332302349786,0.0,50.76846439253246,,,4958.91,1.0,18.334194769319836,635.2071084684037,187.98790047345335,84.84781614882876,126.50870203570636,3725.823920199127,1.5492414632660017,47.22264045699974,2315.0842159327926,539.5018822434051,309.8046993553056,363.0642328391333,3728.449023724744,1.5492414632660017,47.1873072505497,0.0,0.0,,,6562.8,1.0,13.853480493619768,829.1494310758636,92.82892262683356,28.81373295103444,9.254796655507542,4860.610224696431,2.0562303504625894,50.63284850410631,527.8763561012971,1726.5500567570562,24.38973485924579,282.5953982674857,4339.952140722385,0.7592456008495073,8.624212940464174,657.3198605480839,88.44010063072214,82.26905824194066,44.21483122953258,4102.235077352171,1.8370046851061743,52.71542005617944,0.0,0.0,,,3969.405901698921,6.306469945960483,200.98243408998675,50.05856455651815,291.57382745770775,0.8089471446140888,21.297099002764543,3890.125921364458,0.4999617834394905,,564.0141340077249,32473.535784346728,11.703412243265008,3156.362019398281,3834.0173154221206,0.6306309580512788,,1927.269536852079,308.0067272676959,30.98064859508508,17.353243854899652,4362.872125941757,9.99923566878981,291.0428046557292,872.2384470438582,6856.819669639989,8.61267535333183,310.06392556970144,3869.2668771173257,0.6473544409502987,,0.0,0.0,,,6583.45,1.0,13.810026928666252,0.0,0.0,,,6548.05,1.0,13.88468655302385,0.0,0.0,,,6716.44,1.0,13.536579167464884,0.0,0.0,,,6730.82,1.0,13.507659064352907,0.0,0.0,,,3423.2968750814525,5.3679232494518105,197.76867920038632,1266.1956790254883,196.85428149015823,47.65832996989703,36.45518184742005,3760.136391014445,5.931681095076949,199.43784937459384,534.7072883131087,78.01721625783647,219.05248943391453,97.68704027820152,4687.633607663323,3.2756470733277627,86.94356462323778,105.56333598799776,1.435953823704303e+70,1.7781752442811818,5.259745072022185e+68,5874.741723545715,0.4999617834394905,,
