logmstellar,zdir,merror,zerror,z
8.159389100334613,8.34999999999995,0.02199115290341036,0.049999999999998934,0.8000350448050766
9.144619419085146,7.85999999999996,0.1730265020968909,0.019999999999999574,0.636493019604309
9.23661589257072,7.839999999999961,0.18460555592792433,0.019999999999999574,0.6364947128440614
9.2483624149982,8.709999999999942,0.27029759054956426,0.024999999999999467,0.5955161948855836
7.908525859017567,9.019999999999936,0.04971317726702307,0.019999999999999574,0.3100129674661394
8.476767051355134,9.339999999999929,0.0841054048314616,0.034999999999999254,0.5007537618119453
8.86877761488043,9.009999999999936,0.04899099576885638,0.02999999999999936,0.3804231102296176
9.521474020787203,8.209999999999953,0.11075790731870866,0.024999999999999467,0.3307046089008929
9.155773795615245,8.639999999999944,0.029355442101851693,0.034999999999999254,0.576189701999793
9.14641436569303,8.649999999999944,0.021599999999999998,0.034999999999999254,0.5762005650841973
9.419425510663542,9.609999999999923,0.32094244016457807,0.06499999999999861,0.7425041057529218
7.8335665377082035,8.629999999999944,0.053424680696212534,0.03999999999999915,0.40386612729519067
8.927016228265964,8.469999999999947,0.30420184094927094,0.034999999999999254,0.8614848083977711
8.689368273984295,9.089999999999934,0.27348243541735906,0.02999999999999936,0.3350115253305219
10.261760606108526,8.739999999999942,0.03653150412353514,0.034999999999999254,0.458248278491888
10.056870513294811,8.589999999999945,0.045629831950075826,0.034999999999999254,0.3085071313086478
8.654976618029123,8.209999999999953,0.14851847986373826,0.02999999999999936,0.34492103250241324
10.56448189370227,8.709999999999942,0.08782463791705189,0.04499999999999904,0.3089081531215665
10.750781517677382,8.729999999999942,0.054278428532201765,0.049999999999998934,0.3087744999888289
9.76215620794743,8.119999999999955,0.0412895442530113,0.02999999999999936,0.3445726707671042
8.524904636891835,8.519999999999946,0.04701076181680285,0.034999999999999254,0.6069621091569608
8.422212500877572,8.83999999999994,0.05610812386174251,0.034999999999999254,0.43811537980699433
9.096970969482758,8.539999999999946,0.13923918874351485,0.019999999999999574,0.3978920157068906
8.769867838313779,9.039999999999935,0.25012268815372174,0.02999999999999936,0.4397758170072745
8.832265736746313,8.619999999999944,0.10374688949508856,0.03999999999999915,0.3769632541816905
10.112667993730179,8.099999999999955,0.13663814324558882,0.019999999999999574,0.5589402409826714
9.095167481484044,8.859999999999939,0.15062677836785188,0.09499999999999797,0.33889547016918153
8.137288711143439,7.7099999999999635,0.04174644155243269,0.024999999999999467,0.6405473934319545
9.559653487817295,8.949999999999937,0.25981628680501584,0.04499999999999904,0.4697360237741437
7.8683082456560545,7.839999999999961,0.07376599193707666,0.024999999999999467,0.2900142783944386
8.14504958489968,8.509999999999946,0.06735661671202911,0.034999999999999254,0.33491412791428266
9.470159158498475,7.979999999999958,0.12138158497461898,0.024999999999999467,0.33222509390511523
7.117093733152268,8.999999999999936,0.0216,0.024999999999999467,0.29923393190383796
8.745851174560713,8.889999999999938,0.06502157762106857,0.02999999999999936,0.7552031210284795
10.03850061510517,8.419999999999948,0.07182849319586464,0.024999999999999467,0.40335697926017655
8.121545920553734,8.879999999999939,0.0216,0.034999999999999254,0.4029405823417198
8.197262547692791,8.459999999999948,0.0216,0.02999999999999936,0.40293015396403087
7.9542418715589545,8.80999999999994,0.021599999999999998,0.04499999999999904,0.44225149189779334
10.02958025200021,7.599999999999966,0.1623226681266626,0.019999999999999574,0.3139852199548101
9.723545244952664,9.649999999999922,0.3106630046323767,0.019999999999999574,0.31324023191713035
8.61050853269396,8.629999999999944,0.021600000000000005,0.034999999999999254,0.5177884932263128
7.88790788182961,8.719999999999942,0.05538995822861772,0.03999999999999915,0.4367181003459819
9.164377777331977,8.039999999999957,0.05840460022576125,0.024999999999999467,0.37796419222681843
9.541573245858137,8.909999999999938,0.09672235264844688,0.034999999999999254,0.5131712253533531
8.443859440747616,8.879999999999939,0.07394578441005265,0.034999999999999254,0.5146305310924817
8.56090706371418,8.529999999999946,0.05822356149204435,0.04499999999999904,0.8005962919393037
8.88653743818736,7.749999999999963,0.14042325577411863,0.024999999999999467,0.3254948479519506
8.88187446679238,9.29999999999993,0.03551960847890623,0.019999999999999574,0.2847550713737754
8.92688449383521,8.259999999999952,0.06000864913304714,0.03999999999999915,0.8036834995719337
8.330407067252791,8.77999999999994,0.06983189764618584,0.02999999999999936,0.40107118327258173
8.8895474938405,8.599999999999945,0.0216,0.034999999999999254,0.7041231746722099
6.946873822127382,8.589999999999945,0.021600000000000005,0.03999999999999915,0.3397625082051834
8.24010510022927,8.36999999999995,0.021600000000000005,0.02999999999999936,0.8129675247285384
8.798637836652105,8.939999999999937,0.06701439996788508,0.03999999999999915,0.545818151869202
9.651609763461348,8.069999999999956,0.08890617101400286,0.024999999999999467,0.6019579253563774
9.875938498812003,9.369999999999928,0.3291894979831837,0.024999999999999467,0.32658745796468347
8.188186320831676,8.509999999999946,0.0216,0.034999999999999254,0.5565841194717231
9.410943271586655,9.069999999999935,0.09761728810445353,0.024999999999999467,0.5366391711089196
9.8963156907656,8.529999999999946,0.04775161690079555,0.03999999999999915,0.5342542479259165
8.960444609989919,8.129999999999955,0.06526345677028152,0.024999999999999467,0.798780922619357
7.828645138092764,7.839999999999961,0.06593815474472191,0.024999999999999467,0.4039211267452194
8.955735079258023,8.949999999999937,0.15037513096437669,0.04499999999999904,0.5534435736532162
7.9206428443666885,8.589999999999945,0.04552897553851985,0.034999999999999254,0.3434483003154005
9.365016979681412,8.579999999999945,0.028297414725912767,0.034999999999999254,0.5530582613876898
8.793817211792827,7.88999999999996,0.0216,0.024999999999999467,0.7300043801847442
8.999480429852854,8.639999999999944,0.056789522017474336,0.04499999999999904,0.7303612048554116
8.319712213756608,8.959999999999937,0.4163296160361545,0.03999999999999915,0.32209183262901964
9.61250034084026,8.689999999999943,0.28176554095199075,0.03999999999999915,0.449151040226762
8.404859564812357,8.579999999999945,0.06884710157580635,0.03999999999999915,0.7604079697024868
8.917373431669706,8.079999999999956,0.07242158069671183,0.02999999999999936,0.345569302265889
8.579946880387249,8.099999999999955,0.292193714094367,0.02999999999999936,0.3455727025752129
9.15880919817571,8.509999999999946,0.07038273613253797,0.034999999999999254,0.5529390342408789
9.40796466109749,8.489999999999947,0.03779803353793353,0.034999999999999254,0.5528536269911948
8.544363360340176,8.859999999999939,0.06438360695345544,0.034999999999999254,0.6517353209496279
8.104302316038444,7.989999999999958,0.07821326618782297,0.019999999999999574,0.31082717877603816
8.725978460701004,8.869999999999939,0.06214275062942358,0.05499999999999883,0.39107707377800605
8.076270755468368,8.729999999999942,0.03865301037648252,0.024999999999999467,0.39170222134730537
9.755805475624646,8.77999999999994,0.0917136790766527,0.04499999999999904,0.6041580378527738
7.514475177172574,8.689999999999943,0.03021929720154049,0.04499999999999904,0.3104460781302154
10.020141867820909,9.469999999999926,0.2203130361607344,0.02999999999999936,0.7142771362339659
8.339806911671408,7.87999999999996,0.05008647050033103,0.024999999999999467,0.7060587401982059
7.799506911660173,8.899999999999938,0.056962486099538266,0.04499999999999904,0.44378838225385087
