object_id,ra,dec,z,angdisp,Z_dir,Z_dir_e,Z_j19,Z_j19_e,R23,R23_e,mean_vel_disp,sterr_vel_disp,oiii5007_flux,oiii5007_flux_err,oiii5007_ew,oiii5007_ew_err,oiii5007_centroid,oiii5007_fwhm,oiii5007_vel_disp,oiii4959_flux,oiii4959_flux_err,oiii4959_ew,oiii4959_ew_err,oiii4959_centroid,oiii4959_fwhm,oiii4959_vel_disp,oii3726_flux,oii3726_flux_err,oii3726_ew,oii3726_ew_err,oii3726_centroid,oii3726_fwhm,oii3726_vel_disp,oii3729_flux,oii3729_flux_err,oii3729_ew,oii3729_ew_err,oii3729_centroid,oii3729_fwhm,oii3729_vel_disp,halpha_flux,halpha_flux_err,halpha_ew,halpha_ew_err,halpha_centroid,halpha_fwhm,halpha_vel_disp,hbeta_flux,hbeta_flux_err,hbeta_ew,hbeta_ew_err,hbeta_centroid,hbeta_fwhm,hbeta_vel_disp,hgamma_flux,hgamma_flux_err,hgamma_ew,hgamma_ew_err,hgamma_centroid,hgamma_fwhm,hgamma_vel_disp,hdelta_flux,hdelta_flux_err,hdelta_ew,hdelta_ew_err,hdelta_centroid,hdelta_fwhm,hdelta_vel_disp,hepsilon_flux,hepsilon_flux_err,hepsilon_ew,hepsilon_ew_err,hepsilon_centroid,hepsilon_fwhm,hepsilon_vel_disp,hzeta_flux,hzeta_flux_err,hzeta_ew,hzeta_ew_err,hzeta_centroid,hzeta_fwhm,hzeta_vel_disp,heta_flux,heta_flux_err,heta_ew,heta_ew_err,heta_centroid,heta_fwhm,heta_vel_disp,oiii4363_flux,oiii4363_flux_err,oiii4363_ew,oiii4363_ew_err,oiii4363_centroid,oiii4363_fwhm,oiii4363_vel_disp,neiii_flux,neiii_flux_err,neiii_ew,neiii_ew_err,neiii_centroid,neiii_fwhm,neiii_vel_disp,nii6583_flux,nii6583_flux_err,nii6583_ew,nii6583_ew_err,nii6583_centroid,nii6583_fwhm,nii6583_vel_disp,nii6548_flux,nii6548_flux_err,nii6548_ew,nii6548_ew_err,nii6548_centroid,nii6548_fwhm,nii6548_vel_disp,sii6716_flux,sii6716_flux_err,sii6716_ew,sii6716_ew_err,sii6716_centroid,sii6716_fwhm,sii6716_vel_disp,sii6731_flux,sii6731_flux_err,sii6731_ew,sii6731_ew_err,sii6731_centroid,sii6731_fwhm,sii6731_vel_disp,heii4686_flux,heii4686_flux_err,heii4686_ew,heii4686_ew_err,heii4686_centroid,heii4686_fwhm,heii4686_vel_disp,hei5876_flux,hei5876_flux_err,hei5876_ew,hei5876_ew_err,hei5876_centroid,hei5876_fwhm,hei5876_vel_disp
224d52m17pt6016s-18d10m40pt68516s,224.871556,-18.1779681,0.6695012973895351,7.792479753831912,nan,nan,7.645659607096462,1.626264647615061e-08,792.4563368112101,0.0028231088051037085,422.301247111203,258.8037965519083,502528990.7265921,720.5323228622846,14.23289559046407,0.5933293032504053,5006.843572751841,1.5969102444246461,36.496042221449265,243418047.9798254,4518.065000538212,10.073706296359234,6.382718008564347,4958.88379975588,1.8078394684326988,42.792241502131176,107303486143.7118,1011.5910809081068,7.870259730262439,1.114749075337647,3727.8280392490024,4.299810201938652,144.9549974160158,112493288292.64012,997.8958374192196,8.60662089202981,1.1470908493447904,3727.824927011513,4.416906365566106,148.89705391921012,0.0,531.6441895650835,nan,nan,6562.8,1.0,13.853480493619768,278302678.93687004,991.4289290087277,4.120195068658441,0.7022361753145444,4861.81412492631,2.7872859962612586,70.65495731930913,593262773.4760891,1476.493736311131,1.1761220603281992,1.2133905405481595,4340.422947272811,1.2054116088922033,28.783541667498124,0.0,341.5266313764946,nan,nan,4101.73,1.0,22.16567686891332,283517003.2496757,3935811099.9109454,0.06817621332919518,2890920.292608767,3970.087362730159,0.31586861207687295,nan,-3.4286928731672144,nan,-0.003577653140045263,nan,3889.0908890468786,0.11103081090590385,nan,-21482.40684328908,4087.0102507191955,-19.279894272768466,3.6679840438922966,3828.6899966366855,74.94140786422199,2487.4549052447232,476441797.66204506,691.5973496812092,1.1977613296734253,0.6466461883532265,4363.186593103106,1.099465959566495,24.73822693391069,10915162346.430557,548.5970628117042,1.8881879506276058,0.5479965283052084,3868.430120271171,2.251286439064345,70.41156409897472,0.0,531.6441895650835,nan,nan,6583.45,1.0,13.810026928666252,0.0,531.6441895650835,nan,nan,6548.05,1.0,13.88468655302385,0.0,531.6441895650835,nan,nan,6716.44,1.0,13.536579167464883,0.0,531.6441895650835,nan,nan,6730.82,1.0,13.507659064352907,3570461646.445434,23715.10128483327,43.20917880953028,24.6401087197647,4704.832178053574,147.87428266015513,4017.705854583061,0.0,531.6441895650835,nan,nan,5875.62,1.0,15.473706908126772
224d52m15pt84732s-18d10m38pt74692s,224.8710687,-18.1774297,0.6693569842453926,7.8280959312495835,nan,nan,7.518211881615393,1.1475474055128778e-09,1867.6315102056703,0.0003019540048231476,164.5439913135253,107.03987013236471,10941185412.227627,1308.6014202476513,29.68943212765202,1.0538876349532573,5006.841337740904,1.6946317800699366,39.24187973306873,5009502585.399935,6479.976029989526,13.121769759869878,6.133942870664428,4958.850522017429,1.6431273355834894,38.164525245144105,10641656597536.55,1356.4580949032436,18.564430855247746,1.4910828403384073,3727.7287357691853,4.110405621629132,138.39184478305523,10673212232898.215,1358.282020157476,18.81078052843653,1.508559222999461,3727.7188028695873,4.118353746808215,138.56367777881687,0.0,666.9140130085756,nan,nan,6562.8,1.0,13.853480493619768,11421321284.13456,1846.5670625913983,26.805645324501125,2.359893144376047,4862.674457762167,6.358551619538588,165.50774224274002,24449321087.788715,1651.074840470523,3.1129737424328883,1.6219480504450225,4340.423184106717,2.6975889512836,76.41272755149654,98696505520.07552,447.78960377480547,3.80879412975435,0.6052088631477017,4101.618350410776,1.696820254939202,47.97578282280427,4761246951220.738,5343.304291292126,85.83018708227586,10.61101519531811,3942.05749878015,63.22885493244276,2027.4605911488063,180127319709.55005,701.9522292138045,1.2932840437637771,0.836053324431695,3888.880656605842,1.6281313969434656,48.12013216314371,369821010486.3231,780.4811370413149,2.056068757806086,1.0988562043245558,3835.8524137674826,2.131067851446454,66.812476040532,-1294.445465340927,49434817.61334557,-1.5487788410696457,59147.79848336182,4357.75909823168,0.45287200943637834,nan,395610967980.2251,892.0826207657906,1.7987243530527133,0.7902460230383774,3868.4953767418247,1.541465973171747,45.19357187606256,0.0,666.9140130085756,nan,nan,6583.45,1.0,13.810026928666252,0.0,666.9140130085756,nan,nan,6548.05,1.0,13.88468655302385,0.0,666.9140130085756,nan,nan,6716.44,1.0,13.536579167464883,0.0,666.9140130085756,nan,nan,6730.82,1.0,13.507659064352907,1110661611.8914921,1084.1323744310416,1.3188952503995826,1.5896603201282566,4684.371272284396,1.8279895860425668,45.88075314253086,0.0,666.9140130085756,nan,nan,5875.62,1.0,15.473706908126772
224d52m13pt72584s-18d10m37pt46784s,224.8704794,-18.1770744,0.6693561140075799,7.9446714577300295,nan,nan,7.771806657437053,1.655901328018501e-07,243.486516703153,0.0033274632318563346,55.98141713180333,13.276712131510854,101820656.05600834,1401.3014852323315,62.68634996850365,1.6907550547295855,5006.839347902875,1.6480982404371178,37.93884171133951,42021664.811972745,8864.928793962055,26.704111760714397,12.426603170495948,4958.929439521389,1.6874555314001694,39.41877934832303,4882283107.031704,1709.9474157086959,72.4347970218619,4.989375166088056,3727.714997296478,4.282853662909801,144.36776505850943,4608670110.981732,1658.1573937788605,46.388944400719076,3.2822660167480633,3727.728101431484,4.133813632140062,139.09927643129296,0.0,825.4774381924419,nan,nan,6562.8,1.0,13.853480493619768,39570139.93767751,539.4152833373512,31.458316769667945,1.2153390603271788,4861.244242017302,1.7805983570109034,42.876393998025804,84112939.68781902,2134.701432847187,33.42561413666334,11.792483513019583,4340.66097820402,1.3379803797543628,33.4449754357703,124979205.52693242,436.3824099809364,6.759647808148848,0.8160615176737679,4101.555122480768,1.5698601895975435,43.61342477846726,110723877.5157194,615.2501748162632,2.480459609046789,0.8370875749094441,3969.9619647570203,1.3509314384776046,37.051595628818816,146022006.67330182,527.1373828798615,2.661667872529702,0.8472428748043855,3888.7179515849616,0.9366562718802557,20.37305156215459,1501387.6940854602,nan,0.015198659597623098,nan,3835.521582076569,0.23406148575453656,nan,-2236.012183815841,1047.5044852248755,-3.6285893762026222,1.6998850337770024,4359.587405785225,4.34455524105294,125.10958188655599,401601094.9956676,682.8843069377635,7.223725068095993,1.1908390756290796,3868.7347076816395,1.6617474312741745,49.595189715011664,0.0,825.4774381924419,nan,nan,6583.45,1.0,13.810026928666252,0.0,825.4774381924419,nan,nan,6548.05,1.0,13.88468655302385,0.0,825.4774381924419,nan,nan,6716.44,1.0,13.536579167464883,0.0,825.4774381924419,nan,nan,6730.82,1.0,13.507659064352907,-3888.6845768819016,1195.7540972175566,-5.079770970359087,1.5620081368502705,4685.264671834307,7.786777583601409,210.71049370293616,0.0,825.4774381924419,nan,nan,5875.62,1.0,15.473706908126772
224d52m10pt74756s-18d10m36pt18876s,224.8696521,-18.1767191,0.6694880736554325,8.779419849348972,19.65820450104778,0.06258131486076238,7.820281379203487,4.394992887167839e-07,209.72582685237825,0.014281282397719157,45.099978393324356,10.270074786588951,30596203.69955956,842.7921684032998,123.53056865159431,2.9078119734205936,5006.8417404088395,1.597224329882552,36.5049274978271,10693143.202359067,6632.10643757966,60.16874436239209,35.433026968487724,4958.91570494045,1.491907557951361,33.824011527807045,675277652.6952416,1316.4581089735393,31.426330822339928,3.169289565624998,3727.89847010397,4.150592078661476,139.78507980283652,857655634.6252865,1426.0651866167404,648.1099095947152,55.76858782872401,3727.814486304076,4.691560779229225,158.38723802449204,0.0,628.7906670102499,nan,nan,6562.8,1.0,13.853480493619768,7506098.117951443,510.04889562461045,9.497752609900614,0.7659569733416555,4861.253614586084,1.5439339640768985,36.03853635387209,15950272.265501028,1600.7006079330188,17.20535596168075,8.44171764264985,4340.803817097033,2.563773643324498,72.34088525125165,6891155.523859808,468.5038288806565,1.074421874141551,0.8020834836354439,4102.303367099315,0.8726995238861729,16.175747443668605,0.0,266.8853331877253,nan,nan,3970.08,1.0,22.900702702093618,34754822.7929612,575.2903388827143,6.44038260527345,2.7015683395836554,3888.7400197874013,1.2036223002624584,32.05244794178313,31401326.669024587,969.25739148412,5.609619606199153,5.494100887818072,3836.1317244870374,3.1779699251826656,102.89696113124845,0.0,384.19405414215663,nan,nan,4363.21,1.0,20.83732430562082,69671256.35774963,601.7513719109885,10.437420329169818,2.4869356655330743,3868.651140950824,1.8398037823204736,55.98960998208302,0.0,628.7906670102499,nan,nan,6583.45,1.0,13.810026928666252,0.0,628.7906670102499,nan,nan,6548.05,1.0,13.88468655302385,0.0,628.7906670102499,nan,nan,6716.44,1.0,13.536579167464883,0.0,628.7906670102499,nan,nan,6730.82,1.0,13.507659064352907,1276726.6913592247,14786463.45526156,5.096865044119803,107809.21588653742,4686.017112993219,0.4516700851006575,nan,0.0,628.7906670102499,nan,nan,5875.62,1.0,15.473706908126772
224d52m06pt3822s-18d10m35pt5296s,224.8684395,-18.176536,0.6696983131945591,10.540471101422366,nan,nan,7.690435225246724,6.209769540360806e-08,644.096713967898,0.004483444467861735,172.56544239111014,126.41667091956138,170277118.58189073,738.2835313216049,62.3760470525293,2.0548402428483143,5006.834051572262,1.6413624546540952,37.749571573246676,52524401.32304469,5298.078865590693,20.25210987775873,17.85236010877453,4958.741463834832,1.477101441487844,33.39296194759863,18569280140.614693,1077.871168844097,220.69665114064153,22.242784522230178,3727.84864539915,4.328224061916971,145.93887437062773,20027857678.01991,1147.8847158404074,268.3897145434344,26.710249847894307,3727.8387444173018,4.5061659030607455,151.98279202526825,0.0,502.15604940473327,nan,nan,6562.8,1.0,13.853480493619768,60270357.69114998,419.44207236448597,66.98137272367788,5.4711580017105295,4861.213338983717,1.6833503772538765,40.09183797511903,127988043.03833213,1017.4781024945709,23.42929901741437,14.236769487939624,4340.835002770736,1.468976874574306,37.88011782331668,366226934.19431275,498.0565231419535,12.383983604806538,3.7683370189023546,4101.69895640445,2.379681669156538,70.59310996997964,-30894.95337802152,6577.562326942103,-96.8097086541862,20.610870802576176,3997.210846750803,74.1498305498451,2377.6861638368764,0.0,224.8500051639738,nan,nan,3889.06,1.0,23.37778840736009,0.0,330.0381789529048,nan,nan,3835.4,1.0,23.704860453545347,-2133.771846548064,727.1588700151656,-6.333158286119779,2.1582495946847273,4362.824956562097,1.7532287999473584,46.90155623938402,1039835987.5844302,430.660666187786,11.14375567827827,3.4773146969769244,3869.07369511367,1.2182887780392322,32.81218930240548,0.0,502.15604940473327,nan,nan,6583.45,1.0,13.810026928666252,0.0,502.15604940473327,nan,nan,6548.05,1.0,13.88468655302385,0.0,502.15604940473327,nan,nan,6716.44,1.0,13.536579167464883,0.0,502.15604940473327,nan,nan,6730.82,1.0,13.507659064352907,-679.9210757393713,3.659285302523044e+19,-4.702010993460965,2.5305877894670413e+17,4685.791609172007,0.24717769496833084,nan,0.0,502.15604940473327,nan,nan,5875.62,1.0,15.473706908126772
224d52m07pt27968s-18d10m42pt58416s,224.8686888,-18.1784956,0.6693541089110797,4.488981237617032,nan,nan,7.742024722694687,1.5842640678007455e-07,364.57458233636225,0.006981876722312383,144.58563844466164,95.83374597970266,73444003.91864163,982.1198162001692,15.09981349093385,0.4449983663945035,5006.841266626401,1.8193091104901549,42.69873548402727,30576687.007143483,6271.807396419823,5.683203983682769,2.897141712036006,4958.894943893943,1.7073409350382347,39.97917190892461,5523685424.694246,1765.5230756935557,15.651510576149013,1.1887407503267773,3727.632432617829,5.03785967515094,170.46269196675462,4248162696.1920066,1400.6541720637701,8.750903007310294,0.6853934375459484,3727.6880509333646,4.392572265006713,148.05553961746136,0.0,712.7691660743928,nan,nan,6562.8,1.0,13.853480493619768,27088747.516414642,518.4406680126599,3.9644462236067906,0.2432214713221208,4861.197634512398,1.7854480730865956,43.014487104947875,57648589.61720029,1546.2876774991878,1.6698049165000772,0.7226449350623239,4340.298983357364,2.0044797187154293,55.09190003320064,85313436.41244353,633.3576662239311,0.8507638602750495,0.2567763776883756,4101.512219020411,1.343155616777038,35.57989532573051,0.0,346.96833330362585,nan,nan,3970.08,1.0,22.900702702093618,55383192.997392036,424241810.9048888,0.24313298828260724,195577.97256566453,3889.0402073265473,0.43597537212714205,nan,-24715.671722662843,4485.207378181817,-11.570682410143212,2.0997572187765563,3809.694696479496,51.67984698331663,1715.2747378920171,-289.2071019122516,279770796007046.53,-0.12602522332734278,121913247683.50328,4363.2995065473,0.2651108808527982,nan,366198083.1111043,568.1053833839646,1.7492869289417883,0.3140379667613973,3868.8918004079346,1.5061836998814202,43.8864199730079,0.0,712.7691660743928,nan,nan,6583.45,1.0,13.810026928666252,0.0,712.7691660743928,nan,nan,6548.05,1.0,13.88468655302385,0.0,712.7691660743928,nan,nan,6716.44,1.0,13.536579167464883,0.0,712.7691660743928,nan,nan,6730.82,1.0,13.507659064352907,-1243.353096773705,1203.115478736198,-0.6222151032877683,0.6020788654578014,4685.194610365919,2.209695915726554,56.945432435827776,0.0,712.7691660743928,nan,nan,5875.62,1.0,15.473706908126772
224d52m05pt48472s-18d10m44pt75496s,224.8681902,-18.1790986,0.6695000244102056,5.606489389285584,nan,nan,7.778996772617129,2.248556946656938e-07,271.3737960251106,0.008099822137876442,42.46650492188168,9.78333779595713,51875731.97036841,806.8696655993833,16.340227431772202,0.4470162007079242,5006.841698045005,1.5747603104026329,35.86836840935634,16303078.233269542,5678.144250368334,4.186268750758816,2.8820072596246424,4958.858994709584,1.6916993149365833,39.53848722214077,1949813457.4464045,1345.8830132391126,6.818007133045261,0.7782634662288092,3727.59812400944,4.210843771553043,141.87322559410842,2180947958.545523,1156.032098066968,8.377379772848725,0.7343847543928017,3727.5821900531746,4.4328529529481795,149.4484489399035,0.0,660.3761237127245,nan,nan,6562.8,1.0,13.853480493619768,15472902.276117448,461.29689739116014,3.5198014097076507,0.26548647924033586,4861.262974649353,1.5183423257276938,35.28496293554861,32896360.957968745,1658.087786390528,1.8149867986459522,1.1099735485592344,4340.625375953851,1.387292174725103,35.13092158210595,23820017.048777103,346.2620893572717,0.44870747009092576,0.19434883158447186,4101.464175405654,1.0088219257361228,22.547499036481256,0.0,291.15819022289435,nan,nan,3970.08,1.0,22.900702702093618,168558244.75007704,824.258058033665,1.7394295704019687,0.6368777398452694,3888.934431349256,2.115154700725869,65.33884112487527,30186259.640870973,4633957801180.038,0.2056807694325559,3046208813.817253,3835.359878506309,0.29311919821899546,nan,-2846.311993174933,1156.1451145727167,-1.3146333319068313,0.5339916733594436,4362.851891391057,1.6739889859662187,44.36834566357935,161537894.41626212,624.4020936337339,1.1336391440520093,0.3603211014628203,3868.9064008030796,1.5515208895072305,45.56464134654105,0.0,660.3761237127245,nan,nan,6583.45,1.0,13.810026928666252,0.0,660.3761237127245,nan,nan,6548.05,1.0,13.88468655302385,0.0,660.3761237127245,nan,nan,6716.44,1.0,13.536579167464883,0.0,660.3761237127245,nan,nan,6730.82,1.0,13.507659064352907,-3248.5451980322123,83832096.2892069,-1.738008582333302,44851.12379347249,4686.175270099572,0.4550108869764724,nan,0.0,660.3761237127245,nan,nan,5875.62,1.0,15.473706908126772
224d52m04pt70928s-18d10m46pt848s,224.8679748,-18.17968,0.6697092798270929,6.651234448837818,nan,nan,7.774269594970081,7.899580289673819e-07,329.2732505975636,0.04410696088125509,2944.3740247181863,2532.7209978241635,13358647.184685903,804.3224694481593,9.271842682953055,0.4018448563535145,5006.841945514197,1.731797951344582,40.27729913448587,5010564.257809792,5384.708243763271,3.0044958536808903,2.574539323889894,4959.08751634872,1.8294988597354096,43.394720454333566,600677176.2222297,1780.548769018683,11.864201897218344,1.3822470273752285,3727.6480021889715,5.639373162180205,191.19463821722073,576457365.5772543,1850.3465758361253,11.110612145051135,1.4010265890320732,3727.7547860273894,5.4335019139274525,183.9657988549015,0.0,549.342754202781,nan,nan,6562.8,1.0,13.853480493619768,3630734.5071984585,486.0020851379841,1.7221647111144016,0.22845287455022834,4861.422893881297,1.4561617108419358,33.43920023171529,7731926.6203617,1088.8313199556967,1.0081213755509242,0.5602755526085823,4340.235912930693,1.6096590576323422,42.514833506375915,16856358.089865636,644.3068247203624,1.1754283271678467,0.3895708044802745,4102.215671438924,2.19363163102711,64.52667433866353,27600535.460136686,696.8313417847052,1.1662693011473317,0.41550657630402016,3971.059287148506,2.2389853269584292,68.19926107993692,35367759.939767286,1055.595989223508,1.0897978240997857,0.6410361393715096,3887.1968743330135,3.8841907601582726,125.06886685597225,-51337536.089859836,54406802019.866356,-28221.201984970183,29908434.765380345,5799.727601278004,1415.7943143322248,46995.08352692897,4211972.480282264,2435.4811589263104,0.8155942792392998,1.7357592642715238,4363.105617919769,0.6514057897022579,nan,-175084.7469890767,567871.6364828943,-91.14466001201419,295.6195107100258,3750.8864644095825,154.23576417310298,5075.431015008062,0.0,549.342754202781,nan,nan,6583.45,1.0,13.810026928666252,0.0,549.342754202781,nan,nan,6548.05,1.0,13.88468655302385,0.0,549.342754202781,nan,nan,6716.44,1.0,13.536579167464883,0.0,549.342754202781,nan,nan,6730.82,1.0,13.507659064352907,-1837.176759630952,1355.728008883685,-0.9029170627084538,0.6662994974194721,4686.0665711145175,2.023028718872248,51.57047120147809,0.0,549.342754202781,nan,nan,5875.62,1.0,15.473706908126772
224d52m16pt1328s-18d10m56pt96472s,224.871148,-18.1824902,0.6694294231075677,13.020405173995922,nan,nan,7.970876435187287,2.383749357276145e-05,35.45059923165619,0.16303675205068388,292.2939738000036,228.41221660645414,352773.41196807445,780.6470892806926,46.07672774263556,1.86339861722737,5006.843748930969,1.7145290232706794,39.79676023916872,111895.57998734947,4026.4183131377895,17.598406770939373,12.111768794550434,4958.748161479843,1.499224840712238,34.036590972739525,1367168.5435489626,1149.6630590378297,506.53869169321007,45.5471618621387,3727.6341867317246,4.690358023369635,158.46427538973583,1523757.8186197134,1407.2714369591,85.35204469650247,8.42859141787022,3727.6581836940018,5.080184814116131,171.79425621754453,0.0,474.1982742199939,nan,nan,6562.8,1.0,13.853480493619768,94655.53268074707,416.52183156708594,32.27779048170715,2.9903580823175977,4861.10739825298,1.8115476320400543,43.756504825553414,200018.132204839,1710.788292645544,178.3244359598224,58.689304551230904,4345.358319825658,10.36711754424139,303.3842155384737,57151.36069299861,423.3355849742681,4.5182044828136405,1.8370626769135128,4101.786856701323,1.042747174472363,23.988331677066544,-395.20402263555695,35377741.56592811,-10.854942770305835,971709.1376748262,3970.5037605646858,0.4713085387173607,nan,112405.21379538011,639.5489443463276,128.1922520348434,57.408517832224085,3888.040242627508,2.4929058024700828,78.32314626602276,-837.7067198393589,5118.891890005373,-5.00220636946932,30.56648945315845,3835.720037034288,0.7166402022892726,5.096375238181176,5202519.74781764,34454.15273282329,300.075858052397,70.31736313094345,4408.540641456844,146.5390597388008,4275.681123823177,0.0,278.45906872424604,nan,nan,3868.75,1.0,23.500516131444996,0.0,474.1982742199939,nan,nan,6583.45,1.0,13.810026928666252,0.0,474.1982742199939,nan,nan,6548.05,1.0,13.88468655302385,0.0,474.1982742199939,nan,nan,6716.44,1.0,13.536579167464883,0.0,474.1982742199939,nan,nan,6730.82,1.0,13.507659064352907,0.0,413.1362898866089,nan,nan,4685.68,1.0,19.403292965701418,0.0,474.1982742199939,nan,nan,5875.62,1.0,15.473706908126772
224d52m15pt81168s-18d10m58pt48392s,224.8710588,-18.1829122,0.6692467697199904,14.323824897728317,8.228378091741401,0.09426492644063994,9.113782695951649,0.03161620304517462,3.726946286741231,1.8366550057986488,3984.5252258284954,3767.0361742627874,5283.34790823398,766.1590625738062,102.81333373190536,6.635736309957561,5006.82135872123,1.5995841575586562,36.57167224769661,1455.4470533088763,2562.617944498391,12.296949021505215,9.515430515493787,4958.897426369214,1.235201392809133,26.12753595565572,0.0,585.3109648463789,nan,nan,3726.03,1.0,24.400668213494743,597.656923747561,548.1500947046599,9.004886136924307,2.248596464287966,3728.9131799822717,1.0702090337285015,27.63931923165725,0.0,465.8158261695438,nan,nan,6562.8,1.0,13.853480493619768,1968.4887628754282,616.2107919041362,22.71347952251516,3.042159692727023,4861.054185142991,1.951017725845904,47.692042603547165,4253.519815807665,4234.978759135009,305.1268807354687,111.37883592815562,4381.664521444308,34.429453268885,1009.6423681983232,224.2003299994043,501.38100478256786,15.040947898977773,11.017960338887672,4101.447289013008,0.995593592791338,21.973756177771968,1087.7839428976215,1395.5185191929193,62.67550471499044,24.752497739889183,3965.815839329229,9.893506280836506,316.4638982406244,12.521329228415999,nan,0.09052386602865166,nan,3889.0172282180624,0.21740257994447623,nan,-2.609473870625624e+18,2.9382739676836634e+22,-1.189068967622186e+16,1.3388945690064001e+20,10728.196100091938,2105.052678738714,69873.94431973001,517.9523656148659,1415.597640488354,48.662731068493535,48.388380458086196,4361.027896303018,3.667949855128462,105.05675071889355,386.77017008561836,459.00552872338903,20.211515356698598,7.037659156458606,3868.5809149176675,1.7254614658379144,51.897827100036025,0.0,465.8158261695438,nan,nan,6583.45,1.0,13.810026928666252,0.0,465.8158261695438,nan,nan,6548.05,1.0,13.88468655302385,0.0,465.8158261695438,nan,nan,6716.44,1.0,13.536579167464883,0.0,465.8158261695438,nan,nan,6730.82,1.0,13.507659064352907,-3987.286530482604,1140.0043195772237,-18.207995312918822,5.205844412956432,4686.057263734191,3.6011731697003273,95.97776737991936,0.0,465.8158261695438,nan,nan,5875.62,1.0,15.473706908126772
