Cardamone,,Brunker,,Ding,,eBOSS,
X,Y,X,Y,X,Y,X,Y
,,,,,,61.002178649237976,-0.6293706293706292
,,,,,,65.35947712418329,-0.685314685314685
,,,,,,39.21568627451052,-0.7132867132867133
,,,,,,30.501089324618988,-0.7132867132867133
,,,,,,26.143790849673223,-0.6573426573426575
,,,,,,26.143790849673223,-0.5874125874125875
,,,,,,26.143790849673223,-0.48951048951048914
,,,,,,30.501089324618988,-0.41958041958041914
,,,,,,39.21568627451052,-0.40559440559440496
,,,,,,65.35947712418329,-0.4475524475524475
,,,,,,69.71677559912905,-0.5314685314685308
,,,,,,43.57298474945583,-0.5174825174825175
,,,,,,34.85838779956475,-0.47552447552447585
,,,,,,30.501089324618988,-0.41958041958041914
,,,,,,17.42919389978215,-0.34965034965035
,,,,,,17.42919389978215,-0.27972027972027913
,,,,,,26.143790849673223,-0.19580419580419584
,,,,,,34.85838779956475,-0.1538461538461542
,,,,,,43.57298474945583,-0.16783216783216748
,,,,,,52.2875816993469,-0.33566433566433496
,,,,,,56.64488017429221,-0.34965034965035
,,,,,,65.35947712418329,-0.1538461538461542
,,,,,,61.002178649237976,-0.11188811188811165
,,,,,,56.64488017429221,-0.04195804195804165
,,,,,,52.2875816993469,0.027972027972028357
,,,,,,52.2875816993469,0.055944055944055826
,,,,,,61.002178649237976,0.1538461538461542
,,,,,,61.002178649237976,0.19580419580419672
,,,,,,56.64488017429221,0.20979020979021
,,,,,,47.93028322440159,0.2237762237762242
,,,,,,43.57298474945583,0.06993006993007
,,,,,,34.85838779956475,-0.01398601398601329
,,,,,,13.071895424836839,-0.09790209790209747
,,,,,,8.71459694989153,-0.0839160839160833
,,,,,,4.357298474945765,-0.055944055944055826
,,,,,,4.357298474945765,0.013986013986014179
,,,,,,4.357298474945765,0.11188811188811254
,,,,,,8.71459694989153,0.13986013986014
,,,,,,8.71459694989153,0.16783216783216748
,,,,,,8.71459694989153,0.2237762237762242
,,,,,,4.357298474945765,0.32167832167832167
,,,,,,4.357298474945765,0.40559440559440585
,,,,,,17.42919389978215,0.4475524475524475
,,,,,,34.85838779956475,0.41958041958042
,,,,,,52.2875816993469,0.40559440559440585
,,,,,,56.64488017429221,0.4475524475524475
,,,,,,69.71677559912905,0.5874125874125875
,,,,,,69.71677559912905,0.6433566433566433
,,,,,,61.002178649237976,0.6573426573426575
,,,,,,52.2875816993469,0.6713286713286717
,,,,,,39.21568627451052,0.5874125874125875
,,,,,,17.42919389978215,0.5874125874125875
,,,,,,13.071895424836839,0.6433566433566433
,,,,,,17.42919389978215,0.7132867132867142
,,,,,,17.42919389978215,0.7972027972027975
,,,,,,17.42919389978215,0.8251748251748259
,,,,,,30.501089324618988,0.8111888111888108
,,,,,,47.93028322440159,0.9090909090909092
,,,,,,47.93028322440159,0.9370629370629375
,,,,,,30.501089324618988,0.9790209790209792
,,,,,,4.547473508864641e-13,1.0069930069930066
,,,,,,-4.35729847494531,1.0209790209790217
,,,,,,17.42919389978215,1.1468531468531475
,,,,,,17.42919389978215,1.1608391608391608
,,,,,,13.071895424836839,1.174825174825175
,,,,,,65.35947712418329,0.9790209790209792
,,,,,,56.64488017429221,1.0489510489510492
,,,,,,61.002178649237976,1.0909090909090908
,,,,,,61.002178649237976,1.174825174825175
,,,,,,39.21568627451052,1.244755244755245
,,,,,,26.143790849673223,1.2867132867132867
,,,,,,13.071895424836839,1.314685314685315
,,,,,,8.71459694989153,1.384615384615385
,,,,,,17.42919389978215,1.4825174825174825
,,,,,,21.786492374727914,1.5384615384615383
,,,,,,13.071895424836839,1.5944055944055942
,,,,,,4.357298474945765,1.6503496503496509
,,,,,,4.357298474945765,1.6923076923076925
,,,,,,39.21568627451052,1.8741258741258742
,,,,,,39.21568627451052,1.9020979020979025
,,,,,,26.143790849673223,1.9720279720279725
,,,,,,21.786492374727914,2.0559440559440576
,,,,,,21.786492374727914,1.9999999999999991
,,,,,,43.57298474945583,1.7342657342657342
,,,,,,39.21568627451052,1.6783216783216792
,,,,,,34.85838779956475,1.6083916083916092
,,,,,,39.21568627451052,1.5244755244755241
,,,,,,61.002178649237976,1.384615384615385
,,,,,,61.002178649237976,1.4265734265734267
,,,,,,65.35947712418329,1.6223776223776225
,,,,,,69.71677559912905,1.5804195804195809
,,,,,,87.14596949891074,1.4265734265734267
,,,,,,91.50326797385651,1.3986013986013983
,,,,,,95.86056644880182,1.5104895104895109
,,,,,,100.21786492374804,1.5384615384615383
,,,,,,95.86056644880182,1.3426573426573434
,,,,,,95.86056644880182,1.2867132867132867
,,,,,,82.78867102396543,1.2027972027972025
,,,,,,108.93246187363866,0.4615384615384617
,,,,,,91.50326797385651,0.40559440559440585
,,,,,,100.21786492374804,0.39160839160839167
,,,,,,117.64705882352973,0.3636363636363633
,,,,,,139.4335511982572,0.2937062937062942
,,,,,,139.4335511982572,0.41958041958042
,,,,,,100.21786492374804,0.027972027972028357
,,,,,,104.57516339869335,0.09790209790209836
,,,,,,108.93246187363866,0.13986013986014
,,,,,,122.0043572984755,0.13986013986014
,,,,,,130.71895424836657,0.11188811188811254
,,,,,,135.07625272331188,0.06993006993007
,,,,,,135.07625272331188,0.04195804195804165
,,,,,,122.0043572984755,0.055944055944055826
,,,,,,161.22004357298465,0.06993006993007
,,,,,,161.22004357298465,0.013986013986014179
,,,,,,161.22004357298465,-0.027972027972028357
,,,,,,152.50544662309403,-0.09790209790209747
,,,,,,126.36165577342081,-0.12587412587412494
,,,,,,117.64705882352973,-0.11188811188811165
,,,,,,108.93246187363866,-0.1538461538461542
,,,,,,100.21786492374804,-0.27972027972027913
,,,,,,95.86056644880182,-0.3076923076923075
,,,,,,130.71895424836657,-0.27972027972027913
,,,,,,135.07625272331188,-0.2237762237762233
,,,,,,139.4335511982572,-0.41958041958041914
,,,,,,139.4335511982572,-0.41958041958041914
,,,,,,113.28976034858442,-0.5594405594405591
,,,,,,113.28976034858442,-0.5594405594405591
,,,,,,113.28976034858442,-0.6573426573426575
,,,,,,117.64705882352973,-0.6573426573426575
,,,,,,126.36165577342081,-0.7132867132867133
,,,,,,130.71895424836657,-0.6713286713286717
,,,,,,148.14814814814827,-0.5734265734265733
,,,,,,152.50544662309403,-0.545454545454545
,,,,,,196.0784313725494,-0.3076923076923075
,,,,,,174.29193899782194,-0.16783216783216748
,,,,,,200.4357298474947,-0.16783216783216748
,,,,,,230.9368191721137,-0.2237762237762233
